"receipt_id","purchase_order_id","product_id","received_quantity","damaged_quantity","receipt_date","received_by","storage_location","quality_check","notes"
42,30,5,107,19,"2021-02-25","Saad Kaleem","Shelf-47-D","Pass","19 units damaged during transit"
43,30,2,159,0,"2021-02-25","Zahrun Abaan","Shelf-34-A","Pass","Received in good condition"
44,30,6,70,15,"2021-02-25","Yazeed Aazim","Shelf-29-B","Pass","15 units damaged during transit"
45,30,4,76,0,"2021-02-27","Kafeel Ubayd","Shelf-27-D","Pass","Received in good condition"
46,43,5,179,36,"2021-03-22","Luqmaan Ghauth","Shelf-10-D","Pass","36 units damaged during transit"
47,43,2,151,46,"2021-03-24","Aarif Ubayd","Shelf-3-B","Pass","46 units damaged during transit"
48,45,10,102,10,"2021-03-30","Zaib Kaleem","Shelf-16-D","Pass","10 units damaged during transit"
49,45,8,111,0,"2021-03-31","Gulshan Jalaal","Shelf-38-A","Pass","Received in good condition"
50,45,2,103,0,"2021-03-27","Maalik Aatiq","Shelf-22-C","Pass","Received in good condition"
51,45,2,175,0,"2021-03-30","Tali Zahrun","Shelf-6-C","Pass","Received in good condition"
52,45,7,31,0,"2021-03-29","Kamil Rafi","Shelf-21-B","Pass","Received in good condition"
53,45,8,85,0,"2021-03-27","Ijli Azban","Shelf-35-D","Pass","Received in good condition"
54,45,6,78,7,"2021-03-28","Yasir Tabassum","Shelf-23-A","Pass","7 units damaged during transit"
55,45,6,35,0,"2021-03-27","Jamaal Tabassum","Shelf-13-C","Pass","Received in good condition"
56,46,8,207,0,"2021-04-17","Jahangir Qaim","Shelf-7-B","Pass","Received in good condition"
57,46,6,39,16,"2021-04-17","Ihsan Saajid","Shelf-34-A","Pass","16 units damaged during transit"
58,48,3,112,0,"2021-03-29","Taamir Sadan","Shelf-17-B","Pass","Received in good condition"
59,48,4,56,0,"2021-03-31","Ghunayn Waahid","Shelf-32-B","Pass","Received in good condition"
60,48,1,43,0,"2021-03-28","Ulfat Sabil","Shelf-49-D","Pass","Received in good condition"
61,48,7,38,0,"2021-03-31","Obaid Taheem","Shelf-12-A","Pass","Received in good condition"
62,48,3,142,0,"2021-04-01","Waahid Kamal","Shelf-38-D","Pass","Received in good condition"
63,48,5,120,0,"2021-03-28","Awrad Baasit","Shelf-17-B","Pass","Received in good condition"
64,48,11,63,0,"2021-03-30","Umaarah Raakin","Shelf-17-B","Pass","Received in good condition"
65,48,4,100,0,"2021-04-01","Raamis Wafa","Shelf-11-D","Pass","Received in good condition"
66,51,12,291,0,"2021-04-16","Radhee Saal","Shelf-17-B","Fail","Received in good condition"
67,53,9,49,0,"2021-04-10","Omar Kaamil","Shelf-47-C","Pass","Received in good condition"
68,53,3,137,0,"2021-04-08","Talib Majd Udeen","Shelf-18-B","Pass","Received in good condition"
69,53,5,144,0,"2021-04-10","Charlesh Umar","Shelf-35-C","Pass","Received in good condition"
70,54,10,103,0,"2021-03-11","Awlya Maawiya","Shelf-42-D","Pass","Received in good condition"
71,54,3,131,0,"2021-03-11","Mahaz Saafir","Shelf-24-D","Pass","Received in good condition"
72,54,10,144,0,"2021-03-12","Saafir Talhah","Shelf-27-C","Pass","Received in good condition"
73,54,9,96,32,"2021-03-14","Atheel Nail","Shelf-26-D","Fail","32 units damaged during transit"
74,54,9,79,0,"2021-03-15","Najair Najeeb","Shelf-11-C","Pass","Received in good condition"
75,54,6,54,0,"2021-03-13","Kaleema Batool","Shelf-16-C","Pass","Received in good condition"
76,54,1,34,0,"2021-03-12","Saaqib Maalik","Shelf-41-D","Pass","Received in good condition"
77,54,2,93,0,"2021-03-11","Yafi Naeem","Shelf-36-B","Pass","Received in good condition"
78,58,8,173,0,"2021-04-10","Birousk Jaabir","Shelf-18-D","Pass","Received in good condition"
79,58,9,106,0,"2021-04-12","Najeeb Aryan","Shelf-6-C","Pass","Received in good condition"
80,58,12,213,0,"2021-04-11","Majd Umaarah","Shelf-24-B","Pass","Received in good condition"
81,58,11,54,0,"2021-04-10","Man Iftikhaar","Shelf-8-B","Pass","Received in good condition"
82,58,7,22,0,"2021-04-13","Taariq Jabir","Shelf-4-C","Pass","Received in good condition"
83,58,10,245,0,"2021-04-13","Azban Jabir","Shelf-46-C","Pass","Received in good condition"
84,62,7,21,0,"2021-05-02","Nafees Raed","Shelf-24-D","Pass","Received in good condition"
85,62,1,43,0,"2021-04-28","Naasih Yar","Shelf-32-B","Pass","Received in good condition"
86,62,2,139,0,"2021-05-02","Aatif Rabbani","Shelf-3-D","Pass","Received in good condition"
87,62,9,75,0,"2021-04-29","Qatadah Jabir","Shelf-17-B","Pass","Received in good condition"
88,62,1,62,0,"2021-04-29","Ghaazi Kachela","Shelf-8-A","Pass","Received in good condition"
89,62,5,201,0,"2021-04-28","Radi Sadeed","Shelf-17-D","Pass","Received in good condition"
90,63,12,188,0,"2021-04-30","Raamiz Sair","Shelf-50-C","Pass","Received in good condition"
91,65,11,31,0,"2021-04-30","Saood Awj","Shelf-29-D","Pass","Received in good condition"
92,65,9,98,0,"2021-04-29","Raaghib Naeem","Shelf-47-A","Pass","Received in good condition"
93,65,2,92,0,"2021-05-01","Aalam Uhban","Shelf-5-A","Pass","Received in good condition"
94,65,9,118,0,"2021-04-29","Esfandyar Yafir","Shelf-48-C","Pass","Received in good condition"
95,65,9,69,0,"2021-04-30","Yaghnam Bashaarat","Shelf-31-D","Pass","Received in good condition"
96,65,2,80,0,"2021-04-29","Yadid Zarar","Shelf-6-D","Pass","Received in good condition"
97,65,11,81,0,"2021-05-01","Tadeen Zayyir","Shelf-4-B","Pass","Received in good condition"
98,65,5,211,0,"2021-05-03","Wahhaab Awadil","Shelf-8-B","Pass","Received in good condition"
99,71,2,187,0,"2021-05-13","Ubaidah Man","Shelf-42-A","Pass","Received in good condition"
100,71,1,62,0,"2021-05-12","Saafir Zahur","Shelf-4-C","Pass","Received in good condition"
101,71,7,26,0,"2021-05-13","Raamiz Zayyir","Shelf-15-D","Pass","Received in good condition"
102,71,2,194,0,"2021-05-13","Wahb Zahaar","Shelf-47-A","Pass","Received in good condition"
103,71,2,159,0,"2021-05-15","Buraid Omeir","Shelf-12-A","Pass","Received in good condition"
104,71,11,82,0,"2021-05-12","Bairbel Rabah","Shelf-34-A","Pass","Received in good condition"
105,71,9,77,0,"2021-05-13","Basheer Kamran","Shelf-19-D","Pass","Received in good condition"
106,71,1,39,0,"2021-05-14","Lajlaj Waajid","Shelf-36-B","Pass","Received in good condition"
107,73,4,72,0,"2021-04-21","Mahmud Umair","Shelf-14-D","Pass","Received in good condition"
108,75,2,67,0,"2021-05-02","Bilaal Fazli","Shelf-36-D","Pass","Received in good condition"
109,75,2,87,13,"2021-05-01","Aarif Waajid","Shelf-22-D","Pass","13 units damaged during transit"
110,79,4,105,0,"2021-05-08","Fazli Saad","Shelf-33-D","Pass","Received in good condition"
111,80,8,221,0,"2021-05-08","Saadiq Labeeb","Shelf-3-B","Pass","Received in good condition"
112,80,8,84,0,"2021-05-12","Ayamin Luqman","Shelf-30-D","Pass","Received in good condition"
113,81,4,98,0,"2021-05-04","Waahid Ghutayf","Shelf-5-D","Pass","Received in good condition"
114,81,1,80,0,"2021-05-02","Najeeb Tajammul","Shelf-40-C","Pass","Received in good condition"
115,81,12,261,0,"2021-05-03","Aysar Babar","Shelf-36-A","Pass","Received in good condition"
116,81,4,68,22,"2021-05-02","Daanish Baaqir","Shelf-49-B","Pass","22 units damaged during transit"
117,82,10,202,0,"2021-04-28","Talha Saahir","Shelf-43-D","Pass","Received in good condition"
118,82,4,43,0,"2021-04-27","Qutaybah Rafi","Shelf-13-D","Pass","Received in good condition"
119,82,3,110,0,"2021-05-01","Yaaseen Ubay","Shelf-40-D","Pass","Received in good condition"
120,82,6,51,0,"2021-04-27","Rahat Aadam","Shelf-27-B","Fail","Received in good condition"
121,85,8,156,0,"2021-04-22","Aaban Nabih","Shelf-29-A","Pass","Received in good condition"
122,85,2,158,0,"2021-04-24","Aaus Man","Shelf-12-B","Pass","Received in good condition"
123,85,1,36,0,"2021-04-22","Waheed Ali","Shelf-50-A","Pass","Received in good condition"
124,85,4,48,0,"2021-04-22","Dayyaan Madiyan","Shelf-15-A","Pass","Received in good condition"
125,85,3,97,0,"2021-04-25","Jameel Saboor","Shelf-34-D","Pass","Received in good condition"
126,88,7,26,8,"2021-06-01","Aadil Azban","Shelf-22-C","Pass","8 units damaged during transit"
127,88,4,79,0,"2021-05-30","Fazli Qusay","Shelf-34-A","Pass","Received in good condition"
128,88,11,63,0,"2021-06-01","Raamiz Maalik","Shelf-39-D","Pass","Received in good condition"
129,91,4,76,0,"2021-05-21","Tadeen Kaleema","Shelf-32-A","Pass","Received in good condition"
130,91,2,94,0,"2021-05-21","Saadiq Kasim","Shelf-21-A","Pass","Received in good condition"
131,91,4,99,0,"2021-05-24","Zuwayhir Rohaan","Shelf-30-A","Pass","Received in good condition"
132,91,4,86,0,"2021-05-23","Ghazawan Zayyir","Shelf-5-B","Pass","Received in good condition"
133,92,7,14,0,"2021-06-12","Ihsan Layth","Shelf-28-B","Pass","Received in good condition"
134,92,12,131,0,"2021-06-13","Taial Jaabir","Shelf-9-D","Fail","Received in good condition"
135,92,4,93,0,"2021-06-09","Umar Omair","Shelf-16-D","Pass","Received in good condition"
136,92,10,225,0,"2021-06-13","Ibraheem Qaseem","Shelf-47-A","Pass","Received in good condition"
137,92,7,26,0,"2021-06-13","Ghanem Qaasim","Shelf-8-D","Pass","Received in good condition"
138,92,7,27,0,"2021-06-09","Mahad Sabur","Shelf-19-C","Pass","Received in good condition"
139,94,3,91,0,"2021-05-13","Adil Lutf","Shelf-39-A","Pass","Received in good condition"
140,94,5,162,0,"2021-05-17","Zarar Faizan","Shelf-19-A","Pass","Received in good condition"
141,94,10,181,0,"2021-05-13","Jaffer Baashir","Shelf-35-A","Pass","Received in good condition"
142,94,2,148,0,"2021-05-17","Yazeed Rafi","Shelf-14-B","Pass","Received in good condition"
143,95,11,44,0,"2021-05-17","Talib Zackariya","Shelf-28-B","Pass","Received in good condition"
144,95,12,125,0,"2021-05-14","Owais Labeeb","Shelf-38-C","Pass","Received in good condition"
145,95,9,85,0,"2021-05-17","Awrad Urrab","Shelf-19-D","Pass","Received in good condition"
146,95,10,216,0,"2021-05-18","Gohar Umair","Shelf-27-D","Pass","Received in good condition"
147,95,10,187,0,"2021-05-16","Dameer Luay","Shelf-34-A","Fail","Received in good condition"
148,95,7,36,0,"2021-05-18","Ubayd Ejlaal","Shelf-17-B","Pass","Received in good condition"
149,95,6,53,0,"2021-05-16","Jamaal Limazah","Shelf-13-C","Pass","Received in good condition"
150,97,10,210,0,"2021-05-17","Ghaffaar Tabassum","Shelf-31-A","Pass","Received in good condition"
151,97,1,65,0,"2021-05-21","Naasih Raheel","Shelf-6-B","Pass","Received in good condition"
152,98,6,66,0,"2021-05-21","Rabit Mad","Shelf-15-B","Pass","Received in good condition"
153,98,3,109,0,"2021-05-20","Bizhan Fazli","Shelf-37-A","Pass","Received in good condition"
154,98,5,94,31,"2021-05-21","Zaahir Baleegh","Shelf-14-D","Pass","31 units damaged during transit"
155,98,9,77,0,"2021-05-21","Nail Saboor","Shelf-40-D","Pass","Received in good condition"
156,99,4,39,0,"2021-06-11","Samama Aalam","Shelf-43-B","Fail","Received in good condition"
157,99,4,104,0,"2021-06-13","Jafar Ghafoor","Shelf-42-C","Pass","Received in good condition"
158,99,5,229,0,"2021-06-14","Raakin Yafir","Shelf-21-B","Pass","Received in good condition"
159,99,6,74,0,"2021-06-14","Aalee Kashif","Shelf-17-C","Pass","Received in good condition"
160,99,6,36,0,"2021-06-14","Sairah Maroof","Shelf-38-C","Pass","Received in good condition"
161,99,2,156,0,"2021-06-13","Nafasat Jad","Shelf-24-C","Pass","Received in good condition"
162,100,5,130,15,"2021-05-31","Ihtiram Dakhil","Shelf-32-C","Fail","15 units damaged during transit"
163,100,3,107,0,"2021-06-01","Muhazzim Raid","Shelf-38-A","Pass","Received in good condition"
164,100,11,59,0,"2021-06-03","Laeeq Aariz","Shelf-30-B","Pass","Received in good condition"
165,101,9,83,0,"2021-06-04","Madiyan Rafeek","Shelf-36-C","Pass","Received in good condition"
166,105,7,20,0,"2021-05-27","Rafee Tadeen","Shelf-29-B","Pass","Received in good condition"
167,105,5,217,0,"2021-05-30","Najair Ihtiram","Shelf-30-B","Pass","Received in good condition"
168,105,7,16,0,"2021-05-27","Umair Aatiq","Shelf-34-D","Pass","Received in good condition"
169,105,2,72,0,"2021-05-28","Mahfooz Jad","Shelf-30-D","Pass","Received in good condition"
170,105,3,106,33,"2021-05-28","Sadan Naail","Shelf-38-B","Pass","33 units damaged during transit"
171,107,8,141,0,"2021-05-23","Naib Qabeel","Shelf-41-B","Pass","Received in good condition"
172,107,1,75,16,"2021-05-25","Ihtiram Aadam","Shelf-9-D","Pass","16 units damaged during transit"
173,109,2,111,0,"2021-06-01","Zaahir Fazli","Shelf-41-A","Pass","Received in good condition"
174,109,8,230,0,"2021-06-01","Sabir Tahaw-wur","Shelf-21-D","Pass","Received in good condition"
175,109,3,112,0,"2021-06-02","Wahb Mahmoud","Shelf-16-D","Pass","Received in good condition"
176,109,9,95,25,"2021-06-01","Mizhir Yafir","Shelf-6-C","Pass","25 units damaged during transit"
177,109,12,128,0,"2021-06-04","Zahaar Maheen","Shelf-11-D","Pass","Received in good condition"
178,109,7,15,0,"2021-06-05","Yawar Saad","Shelf-1-A","Pass","Received in good condition"
179,109,6,46,0,"2021-06-01","Jahiz Awadil","Shelf-2-D","Pass","Received in good condition"
180,111,4,95,0,"2021-05-17","Saad Tabassum","Shelf-10-A","Pass","Received in good condition"
181,111,4,93,0,"2021-05-19","Raid Saad","Shelf-3-C","Pass","Received in good condition"
182,111,11,41,0,"2021-05-17","Guney Raashid","Shelf-28-A","Pass","Received in good condition"
183,111,7,34,0,"2021-05-16","Kabeer Talat","Shelf-44-B","Pass","Received in good condition"
184,111,1,89,0,"2021-05-17","Wahhaab Umair","Shelf-21-C","Pass","Received in good condition"
185,111,12,209,0,"2021-05-20","Yergha Gohar","Shelf-17-B","Pass","Received in good condition"
186,117,5,119,0,"2021-07-22","Gulfaam Baseer","Shelf-47-A","Pass","Received in good condition"
187,117,1,39,0,"2021-07-20","Uhban Ibrahim","Shelf-4-D","Pass","Received in good condition"
188,117,2,94,0,"2021-07-20","Zaahid Zarar","Shelf-2-C","Pass","Received in good condition"
189,117,9,117,0,"2021-07-21","Rabbaanee Maawiya","Shelf-35-D","Fail","Received in good condition"
190,117,4,103,0,"2021-07-20","Yafir Qaseem","Shelf-1-B","Pass","Received in good condition"
191,117,2,168,0,"2021-07-18","Rabbaanee Jahdari","Shelf-12-C","Pass","Received in good condition"
192,117,5,177,0,"2021-07-18","Aarif Jad","Shelf-17-A","Pass","Received in good condition"
193,117,12,138,0,"2021-07-20","Kawkab Gulshan","Shelf-27-C","Pass","Received in good condition"
194,119,5,145,57,"2021-07-06","Tahawwur Dawud","Shelf-31-A","Pass","57 units damaged during transit"
195,119,1,46,0,"2021-07-07","Aarif Basheerah","Shelf-23-D","Pass","Received in good condition"
196,119,4,115,0,"2021-07-06","Iesa Ubayd","Shelf-17-B","Pass","Received in good condition"
197,121,12,162,0,"2021-07-13","Qasid Daniel","Shelf-20-D","Pass","Received in good condition"
198,121,9,88,0,"2021-07-14","Aadil Ubaidah","Shelf-33-A","Pass","Received in good condition"
199,121,11,36,12,"2021-07-13","Auraq Sabir","Shelf-32-A","Pass","12 units damaged during transit"
200,121,6,87,0,"2021-07-16","Rahat Buraid","Shelf-23-A","Pass","Received in good condition"
201,122,5,194,0,"2021-06-19","Zafir Zackariya","Shelf-20-A","Pass","Received in good condition"
202,122,12,183,0,"2021-06-21","Talat Aamirah","Shelf-11-C","Pass","Received in good condition"
203,122,4,82,7,"2021-06-21","Sabur Kachela","Shelf-2-D","Pass","7 units damaged during transit"
204,122,7,38,0,"2021-06-21","Yasin Najeeb","Shelf-24-D","Pass","Received in good condition"
205,122,5,84,0,"2021-06-20","Ikrimah Auraq","Shelf-2-A","Pass","Received in good condition"
206,122,8,188,0,"2021-06-20","Laiq Aarif","Shelf-5-D","Fail","Received in good condition"
207,123,6,49,0,"2021-06-24","Qutaybah Ubadah","Shelf-8-C","Pass","Received in good condition"
208,123,3,83,0,"2021-06-22","Taamir Bizhan","Shelf-34-D","Pass","Received in good condition"
209,123,4,92,0,"2021-06-26","Talha Aaaqil","Shelf-2-A","Pass","Received in good condition"
210,126,6,63,0,"2021-07-06","Rafi Ghauth","Shelf-45-D","Pass","Received in good condition"
211,126,5,93,0,"2021-07-07","Umar Saalim","Shelf-36-D","Pass","Received in good condition"
212,126,11,56,11,"2021-07-06","Qusay Qadar","Shelf-6-C","Pass","11 units damaged during transit"
213,126,9,133,0,"2021-07-07","Awlya Wafa","Shelf-17-A","Pass","Received in good condition"
214,126,10,193,0,"2021-07-06","Yar Huzaifa","Shelf-47-B","Pass","Received in good condition"
215,126,4,58,0,"2021-07-09","Raamiz Azban","Shelf-10-C","Pass","Received in good condition"
216,129,5,185,0,"2021-06-22","Aalee Talal","Shelf-29-A","Pass","Received in good condition"
217,129,10,141,0,"2021-06-26","Kazim Talal","Shelf-30-B","Pass","Received in good condition"
218,130,6,45,0,"2021-07-03","Baasim Ossama","Shelf-45-A","Pass","Received in good condition"
219,130,1,85,0,"2021-07-04","Nabih Luqman","Shelf-19-B","Pass","Received in good condition"
220,130,5,204,0,"2021-07-07","Aarif Kasam","Shelf-16-B","Pass","Received in good condition"
221,130,3,119,0,"2021-07-04","Wafi Majd","Shelf-10-D","Pass","Received in good condition"
222,130,2,128,0,"2021-07-03","Ossama Tali","Shelf-14-D","Pass","Received in good condition"
223,130,8,196,0,"2021-07-07","Nadhir Waahid","Shelf-7-A","Pass","Received in good condition"
224,130,3,141,0,"2021-07-07","Qani Awj","Shelf-25-D","Pass","Received in good condition"
225,134,9,110,0,"2021-07-11","Jafar Zafir","Shelf-39-C","Pass","Received in good condition"
226,141,4,67,0,"2021-08-06","Layth Mahfuj","Shelf-45-D","Pass","Received in good condition"
227,141,11,65,0,"2021-08-07","Ghusun Ihtiram","Shelf-22-D","Pass","Received in good condition"
228,141,9,92,0,"2021-08-04","Wahhaaj Quadir","Shelf-34-D","Pass","Received in good condition"
229,141,4,52,0,"2021-08-03","Ghazanfer Yafir","Shelf-4-D","Pass","Received in good condition"
230,141,11,49,0,"2021-08-04","Taimur Mad","Shelf-11-C","Pass","Received in good condition"
231,141,7,42,0,"2021-08-04","Wadood Rabb","Shelf-42-B","Pass","Received in good condition"
232,141,6,39,0,"2021-08-03","Zaheer Karam","Shelf-7-A","Pass","Received in good condition"
233,141,7,15,0,"2021-08-06","Etizaaz Jaabir","Shelf-48-C","Pass","Received in good condition"
234,145,7,22,0,"2021-07-22","Zaheer Ghayoor","Shelf-29-D","Pass","Received in good condition"
235,145,6,100,0,"2021-07-22","Baasit Auraq","Shelf-3-C","Pass","Received in good condition"
236,145,5,111,0,"2021-07-18","Basaam Naeem","Shelf-16-D","Pass","Received in good condition"
237,145,9,48,0,"2021-07-18","Jameel Darain","Shelf-13-A","Fail","Received in good condition"
238,145,9,87,0,"2021-07-19","Aamil Sabah","Shelf-14-D","Pass","Received in good condition"
239,148,4,62,0,"2021-09-08","Saad Souma","Shelf-7-C","Pass","Received in good condition"
240,151,11,49,0,"2021-08-30","Aamil Zahrun","Shelf-24-A","Pass","Received in good condition"
241,151,7,18,0,"2021-08-30","Makeen Jahdari","Shelf-12-D","Pass","Received in good condition"
242,151,6,83,0,"2021-09-02","Qays Raashid","Shelf-38-D","Pass","Received in good condition"
243,151,4,63,0,"2021-09-01","Awadil Qadar","Shelf-21-B","Pass","Received in good condition"
244,151,6,50,0,"2021-09-02","Kajji Ayyubi","Shelf-20-A","Pass","Received in good condition"
245,151,2,113,0,"2021-08-31","Wafeeq Tali","Shelf-8-B","Pass","Received in good condition"
246,152,7,22,0,"2021-08-27","Naib Rabar","Shelf-5-A","Pass","Received in good condition"
247,152,10,175,0,"2021-08-26","Kawthar Najam","Shelf-11-D","Pass","Received in good condition"
248,152,11,90,0,"2021-08-28","Aasif Huzaifa","Shelf-30-B","Pass","Received in good condition"
249,152,1,45,15,"2021-08-24","Sairah Barr","Shelf-19-C","Pass","15 units damaged during transit"
250,154,4,62,0,"2021-08-20","Zimran Buraid","Shelf-4-C","Pass","Received in good condition"
251,154,12,273,0,"2021-08-16","Zaahid Esfandyar","Shelf-42-C","Pass","Received in good condition"
252,156,10,233,0,"2021-08-16","Wafa Badr Udeen","Shelf-28-C","Pass","Received in good condition"
253,156,4,69,0,"2021-08-16","Baashir Jabr","Shelf-49-D","Pass","Received in good condition"
254,156,2,108,0,"2021-08-17","Khaan Aarif","Shelf-24-D","Pass","Received in good condition"
255,156,4,41,0,"2021-08-18","Awj Ghanee","Shelf-26-C","Pass","Received in good condition"
256,158,8,106,0,"2021-10-02","Sadeed Raid","Shelf-30-A","Pass","Received in good condition"
257,158,5,118,0,"2021-10-02","Aysar Ayamin","Shelf-4-D","Pass","Received in good condition"
258,158,9,135,0,"2021-10-01","Raaghib Talal","Shelf-35-B","Pass","Received in good condition"
259,158,7,36,0,"2021-10-02","Ikrimah Zackariya","Shelf-48-A","Pass","Received in good condition"
260,158,11,43,0,"2021-10-01","Buraid Saabir","Shelf-49-B","Pass","Received in good condition"
261,158,9,119,0,"2021-10-05","Ghauth Baseer","Shelf-16-D","Pass","Received in good condition"
262,158,11,49,0,"2021-10-02","Batal Buraid","Shelf-13-A","Pass","Received in good condition"
263,158,11,77,0,"2021-10-02","Basel Omran","Shelf-12-A","Pass","Received in good condition"
264,162,5,98,0,"2021-10-07","Zaakir Karam","Shelf-12-D","Pass","Received in good condition"
265,162,4,54,0,"2021-10-06","Yahya Rafeek","Shelf-12-A","Pass","Received in good condition"
266,162,10,164,0,"2021-10-03","Qadeer Aamir","Shelf-26-C","Pass","Received in good condition"
267,168,10,217,0,"2021-09-24","Naasir Kaamil","Shelf-5-C","Pass","Received in good condition"
268,170,11,74,0,"2021-09-16","Bashaar Sabeeh","Shelf-5-A","Pass","Received in good condition"
269,170,3,83,0,"2021-09-20","Wafi Karaamat","Shelf-37-A","Pass","Received in good condition"
270,170,6,76,0,"2021-09-19","Ghawth Aalam","Shelf-13-B","Pass","Received in good condition"
271,170,10,204,0,"2021-09-17","Nabeel Maalik","Shelf-10-D","Pass","Received in good condition"
272,170,4,109,0,"2021-09-17","Zaeem Taj","Shelf-47-B","Pass","Received in good condition"
273,170,7,22,0,"2021-09-18","Bairbel Mad","Shelf-15-A","Pass","Received in good condition"
274,171,9,133,0,"2021-09-30","Bahaa Ubaidah","Shelf-35-B","Pass","Received in good condition"
275,171,12,230,0,"2021-10-01","Tadeen Zaheer","Shelf-41-D","Pass","Received in good condition"
276,171,1,83,0,"2021-09-28","Aarif Jahdami","Shelf-44-C","Pass","Received in good condition"
277,171,8,137,36,"2021-09-29","Aabid Bashaar","Shelf-5-A","Pass","36 units damaged during transit"
278,171,1,51,0,"2021-09-30","Quadir Raheel","Shelf-41-D","Pass","Received in good condition"
279,172,12,211,0,"2021-09-24","Lutf Naeem","Shelf-10-C","Pass","Received in good condition"
280,172,11,32,0,"2021-09-26","Ghiyath Rafeek","Shelf-33-D","Pass","Received in good condition"
281,172,4,44,0,"2021-09-24","Raashid Najam","Shelf-39-B","Pass","Received in good condition"
282,172,1,51,0,"2021-09-25","Souma Sabil","Shelf-41-B","Pass","Received in good condition"
283,174,6,48,0,"2021-10-04","Qaadir Zackariya","Shelf-38-D","Pass","Received in good condition"
