"salary_id","employee_id","month","year","base_salary","house_rent_allowance","medical_allowance","conveyance_allowance","gross_salary","provident_fund","income_tax","other_deductions","total_deductions","net_salary","payment_date","bank_account"
38,1003,2,2023,69142.18,10371.33,3457.11,4757,87727.62,6914.22,957.11,641,8512.33,79215.29,"2023-02-26","2528-5609-5399-3213"
39,1003,3,2023,66101.59,9915.24,3305.08,4740,84061.91,6610.16,805.08,1228,8643.24,75418.67,"2023-03-27","2528-5609-5399-3213"
40,1003,4,2023,70031.55,10504.73,3501.58,2852,86889.86,7003.16,1001.58,596,8600.73,78289.13,"2023-04-25","2528-5609-5399-3213"
41,1003,5,2023,70499.84,10574.98,3524.99,4346,88945.81,7049.98,1024.99,1777,9851.98,79093.83,"2023-05-26","2528-5609-5399-3213"
42,1003,6,2023,70205.54,10530.83,3510.28,4802,89048.65,7020.55,1010.28,801,8831.83,80216.82,"2023-06-28","2528-5609-5399-3213"
43,1003,7,2023,67132.05,10069.81,3356.6,2644,83202.46,6713.2,856.6,705,8274.81,74927.65,"2023-07-26","2528-5609-5399-3213"
44,1003,8,2023,69302.36,10395.35,3465.12,2696,85858.83,6930.24,965.12,1925,9820.35,76038.48,"2023-08-26","2528-5609-5399-3213"
45,1003,9,2023,68135.27,10220.29,3406.76,4197,85959.33,6813.53,906.76,1556,9276.29,76683.03,"2023-09-28","2528-5609-5399-3213"
46,1003,10,2023,67136.55,10070.48,3356.83,4324,84887.86,6713.66,856.83,1670,9240.48,75647.38,"2023-10-26","2528-5609-5399-3213"
47,1003,11,2023,68603.72,10290.56,3430.19,2979,85303.46,6860.37,930.19,1696,9486.56,75816.9,"2023-11-25","2528-5609-5399-3213"
48,1003,12,2023,68526.25,10278.94,3426.31,4899,87130.5,6852.62,926.31,1937,9715.94,77414.56,"2023-12-28","2528-5609-5399-3213"
49,1004,1,2023,26791.83,4018.77,1339.59,2677,34827.2,2679.18,0.0,1723,4402.18,30425.01,"2023-01-26","9432-1383-6139-6108"
50,1004,2,2023,25212.52,3781.88,1260.63,3136,33391.02,2521.25,0.0,1055,3576.25,29814.77,"2023-02-25","9432-1383-6139-6108"
51,1004,3,2023,27299.33,4094.9,1364.97,2413,35172.2,2729.93,0.0,1503,4232.93,30939.27,"2023-03-27","9432-1383-6139-6108"
52,1004,4,2023,25807.14,3871.07,1290.36,4708,35676.56,2580.71,0.0,821,3401.71,32274.85,"2023-04-26","9432-1383-6139-6108"
53,1004,5,2023,26985.68,4047.85,1349.28,3239,35621.81,2698.57,0.0,658,3356.57,32265.24,"2023-05-28","9432-1383-6139-6108"
54,1004,6,2023,26927.16,4039.07,1346.36,2084,34396.59,2692.72,0.0,981,3673.72,30722.87,"2023-06-26","9432-1383-6139-6108"
55,1004,7,2023,25288.41,3793.26,1264.42,4629,34975.09,2528.84,0.0,1832,4360.84,30614.25,"2023-07-26","9432-1383-6139-6108"
56,1004,8,2023,27477.42,4121.61,1373.87,3654,36626.9,2747.74,0.0,1240,3987.74,32639.16,"2023-08-26","9432-1383-6139-6108"
57,1004,9,2023,25335.26,3800.29,1266.76,3861,34263.31,2533.53,0.0,750,3283.53,30979.79,"2023-09-27","9432-1383-6139-6108"
58,1004,10,2023,26863.98,4029.6,1343.2,3283,35519.78,2686.4,0.0,1183,3869.4,31650.38,"2023-10-27","9432-1383-6139-6108"
59,1004,11,2023,25738.51,3860.78,1286.93,4801,35687.22,2573.85,0.0,759,3332.85,32354.36,"2023-11-28","9432-1383-6139-6108"
60,1004,12,2023,27088.37,4063.26,1354.42,4630,37136.04,2708.84,0.0,1926,4634.84,32501.21,"2023-12-25","9432-1383-6139-6108"
61,1005,1,2023,70229.18,10534.38,3511.46,2844,87119.01,7022.92,1011.46,634,8668.38,78450.63,"2023-01-26","8300-8614-1021-3982"
62,1005,2,2023,68064.11,10209.62,3403.21,4641,86317.94,6806.41,903.21,764,8473.62,77844.32,"2023-02-25","8300-8614-1021-3982"
63,1005,3,2023,69188.23,10378.24,3459.41,2127,85152.88,6918.82,959.41,1354,9232.24,75920.65,"2023-03-28","8300-8614-1021-3982"
64,1005,4,2023,66590.03,9988.5,3329.5,4972,84880.03,6659.0,829.5,792,8280.5,76599.53,"2023-04-26","8300-8614-1021-3982"
65,1005,5,2023,68409.89,10261.48,3420.49,4799,86890.87,6840.99,920.49,506,8267.48,78623.38,"2023-05-25","8300-8614-1021-3982"
66,1005,6,2023,68391.51,10258.73,3419.58,3580,85649.82,6839.15,919.58,781,8539.73,77110.09,"2023-06-26","8300-8614-1021-3982"
67,1005,7,2023,69043.97,10356.6,3452.2,2353,85205.77,6904.4,952.2,1737,9593.6,75612.17,"2023-07-26","8300-8614-1021-3982"
68,1005,8,2023,71225.39,10683.81,3561.27,2869,88339.47,7122.54,1061.27,1185,9368.81,78970.66,"2023-08-27","8300-8614-1021-3982"
69,1005,9,2023,64992.43,9748.86,3249.62,2911,80901.91,6499.24,749.62,1306,8554.86,72347.05,"2023-09-26","8300-8614-1021-3982"
70,1005,10,2023,70162.21,10524.33,3508.11,4389,88583.66,7016.22,1008.11,686,8710.33,79873.32,"2023-10-28","8300-8614-1021-3982"
71,1005,11,2023,70681.68,10602.25,3534.08,3766,88584.01,7068.17,1034.08,1116,9218.25,79365.76,"2023-11-25","8300-8614-1021-3982"
72,1005,12,2023,66120.09,9918.01,3306.0,3052,82396.11,6612.01,806.0,771,8189.01,74207.09,"2023-12-26","8300-8614-1021-3982"
73,1006,1,2023,107524.45,16128.67,5376.22,2595,131624.34,10752.45,2876.22,1691,15319.67,116304.68,"2023-01-27","5293-1118-5231-8030"
74,1006,2,2023,103812.26,15571.84,5190.61,2077,126651.72,10381.23,2690.61,1173,14244.84,112406.88,"2023-02-26","5293-1118-5231-8030"
75,1006,3,2023,111044.77,16656.72,5552.24,3210,136463.72,11104.48,3052.24,1836,15992.72,120471.01,"2023-03-25","5293-1118-5231-8030"
76,1006,4,2023,103629.81,15544.47,5181.49,2570,126925.77,10362.98,2681.49,1192,14236.47,112689.3,"2023-04-28","5293-1118-5231-8030"
77,1006,5,2023,102728.07,15409.21,5136.4,2088,125361.68,10272.81,2636.4,919,13828.21,111533.47,"2023-05-26","5293-1118-5231-8030"
78,1006,6,2023,102006.24,15300.94,5100.31,3362,125769.49,10200.62,2600.31,1042,13842.94,111926.55,"2023-06-25","5293-1118-5231-8030"
79,1006,7,2023,111205.99,16680.9,5560.3,2333,135780.18,11120.6,3060.3,586,14766.9,121013.29,"2023-07-27","5293-1118-5231-8030"
80,1006,8,2023,110560.39,16584.06,5528.02,3724,136396.47,11056.04,3028.02,643,14727.06,121669.41,"2023-08-25","5293-1118-5231-8030"
81,1006,9,2023,106697.96,16004.69,5334.9,4380,132417.56,10669.8,2834.9,1563,15067.69,117349.86,"2023-09-28","5293-1118-5231-8030"
82,1006,10,2023,100746.7,15112.0,5037.33,3201,124097.04,10074.67,2537.33,1362,13974.0,110123.03,"2023-10-26","5293-1118-5231-8030"
83,1006,11,2023,108405.2,16260.78,5420.26,2838,132924.24,10840.52,2920.26,1375,15135.78,117788.46,"2023-11-28","5293-1118-5231-8030"
84,1006,12,2023,106395.25,15959.29,5319.76,3688,131362.3,10639.52,2819.76,1604,15063.29,116299.01,"2023-12-28","5293-1118-5231-8030"
85,1007,1,2023,28085.21,4212.78,1404.26,4410,38112.25,2808.52,0.0,1654,4462.52,33649.73,"2023-01-26","2407-3660-7542-7205"
86,1007,2,2023,27121.88,4068.28,1356.09,2685,35231.26,2712.19,0.0,1199,3911.19,31320.07,"2023-02-28","2407-3660-7542-7205"
87,1007,3,2023,28901.91,4335.29,1445.1,2684,37366.29,2890.19,0.0,1728,4618.19,32748.1,"2023-03-25","2407-3660-7542-7205"
88,1007,4,2023,27326.98,4099.05,1366.35,2096,34888.38,2732.7,0.0,1686,4418.7,30469.68,"2023-04-28","2407-3660-7542-7205"
89,1007,5,2023,28299.04,4244.86,1414.95,4243,38201.84,2829.9,0.0,1645,4474.9,33726.94,"2023-05-28","2407-3660-7542-7205"
90,1007,6,2023,27208.15,4081.22,1360.41,4765,37414.78,2720.82,0.0,897,3617.82,33796.97,"2023-06-27","2407-3660-7542-7205"
91,1007,7,2023,29380.49,4407.07,1469.02,4623,39879.59,2938.05,0.0,1760,4698.05,35181.54,"2023-07-27","2407-3660-7542-7205"
92,1007,8,2023,26874.2,4031.13,1343.71,3723,35972.04,2687.42,0.0,667,3354.42,32617.62,"2023-08-26","2407-3660-7542-7205"
93,1007,9,2023,28807.01,4321.05,1440.35,3720,38288.41,2880.7,0.0,1260,4140.7,34147.71,"2023-09-28","2407-3660-7542-7205"
94,1007,10,2023,28901.25,4335.19,1445.06,2134,36815.5,2890.13,0.0,1492,4382.13,32433.38,"2023-10-26","2407-3660-7542-7205"
95,1007,11,2023,28645.91,4296.89,1432.3,4372,38747.09,2864.59,0.0,1765,4629.59,34117.5,"2023-11-25","2407-3660-7542-7205"
96,1007,12,2023,29528.27,4429.24,1476.41,3291,38724.92,2952.83,0.0,596,3548.83,35176.09,"2023-12-28","2407-3660-7542-7205"
97,1008,1,2023,42259.1,6338.86,2112.95,4268,54978.92,4225.91,0.0,1694,5919.91,49059.01,"2023-01-26","1369-6117-8272-4002"
98,1008,2,2023,43710.36,6556.55,2185.52,2340,54792.44,4371.04,0.0,1024,5395.04,49397.4,"2023-02-26","1369-6117-8272-4002"
99,1008,3,2023,40032.69,6004.9,2001.63,2256,50295.22,4003.27,0.0,1216,5219.27,45075.95,"2023-03-28","1369-6117-8272-4002"
100,1008,4,2023,42581.07,6387.16,2129.05,2383,53480.29,4258.11,0.0,1204,5462.11,48018.18,"2023-04-28","1369-6117-8272-4002"
101,1008,5,2023,42896.46,6434.47,2144.82,2315,53790.75,4289.65,0.0,1764,6053.65,47737.1,"2023-05-27","1369-6117-8272-4002"
102,1008,6,2023,40217.65,6032.65,2010.88,4925,53186.18,4021.77,0.0,897,4918.77,48267.42,"2023-06-26","1369-6117-8272-4002"
103,1008,7,2023,43818.09,6572.71,2190.9,2027,54608.7,4381.81,0.0,1911,6292.81,48315.9,"2023-07-26","1369-6117-8272-4002"
104,1008,8,2023,43789.4,6568.41,2189.47,4063,56610.28,4378.94,0.0,1917,6295.94,50314.34,"2023-08-28","1369-6117-8272-4002"
105,1008,9,2023,41985.92,6297.89,2099.3,3517,53900.11,4198.59,0.0,1785,5983.59,47916.52,"2023-09-27","1369-6117-8272-4002"
106,1008,10,2023,40781.45,6117.22,2039.07,4930,53867.74,4078.14,0.0,1902,5980.14,47887.59,"2023-10-25","1369-6117-8272-4002"
107,1008,11,2023,39799.26,5969.89,1989.96,4309,52068.12,3979.93,0.0,1376,5355.93,46712.19,"2023-11-26","1369-6117-8272-4002"
108,1008,12,2023,42956.33,6443.45,2147.82,4285,55832.6,4295.63,0.0,1062,5357.63,50474.96,"2023-12-26","1369-6117-8272-4002"
109,1009,1,2023,16513.69,2477.05,825.68,2083,21899.43,1651.37,0.0,1602,3253.37,18646.06,"2023-01-27","2319-9205-2143-3109"
110,1009,2,2023,16133.55,2420.03,806.68,2621,21981.26,1613.36,0.0,1583,3196.36,18784.91,"2023-02-26","2319-9205-2143-3109"
111,1009,3,2023,15876.52,2381.48,793.83,4903,23954.82,1587.65,0.0,709,2296.65,21658.17,"2023-03-25","2319-9205-2143-3109"
112,1009,4,2023,15815.9,2372.38,790.79,2474,21453.07,1581.59,0.0,637,2218.59,19234.48,"2023-04-27","2319-9205-2143-3109"
113,1009,5,2023,16486.19,2472.93,824.31,2792,22575.42,1648.62,0.0,628,2276.62,20298.8,"2023-05-26","2319-9205-2143-3109"
114,1009,6,2023,16844.03,2526.6,842.2,3106,23318.84,1684.4,0.0,963,2647.4,20671.44,"2023-06-25","2319-9205-2143-3109"
115,1009,7,2023,16052.51,2407.88,802.63,3331,22594.01,1605.25,0.0,1855,3460.25,19133.76,"2023-07-27","2319-9205-2143-3109"
116,1009,8,2023,15733.0,2359.95,786.65,3532,22411.6,1573.3,0.0,516,2089.3,20322.3,"2023-08-25","2319-9205-2143-3109"
117,1009,9,2023,16160.43,2424.06,808.02,3677,23069.51,1616.04,0.0,1350,2966.04,20103.47,"2023-09-26","2319-9205-2143-3109"
118,1009,10,2023,16614.94,2492.24,830.75,2480,22417.92,1661.49,0.0,833,2494.49,19923.43,"2023-10-28","2319-9205-2143-3109"
119,1009,11,2023,15341.77,2301.27,767.09,4114,22524.12,1534.18,0.0,1671,3205.18,19318.95,"2023-11-28","2319-9205-2143-3109"
120,1009,12,2023,15484.57,2322.69,774.23,2087,20668.49,1548.46,0.0,1577,3125.46,17543.03,"2023-12-26","2319-9205-2143-3109"
121,1010,1,2023,26557.22,3983.58,1327.86,4003,35871.66,2655.72,0.0,1392,4047.72,31823.94,"2023-01-28","3149-3060-8450-1223"
122,1010,2,2023,26091.06,3913.66,1304.55,4995,36304.27,2609.11,0.0,1569,4178.11,32126.16,"2023-02-28","3149-3060-8450-1223"
123,1010,3,2023,26642.34,3996.35,1332.12,4392,36362.81,2664.23,0.0,1689,4353.23,32009.58,"2023-03-28","3149-3060-8450-1223"
124,1010,4,2023,24997.91,3749.69,1249.9,4948,34945.49,2499.79,0.0,819,3318.79,31626.7,"2023-04-27","3149-3060-8450-1223"
125,1010,5,2023,25343.97,3801.6,1267.2,2574,32986.76,2534.4,0.0,1695,4229.4,28757.37,"2023-05-27","3149-3060-8450-1223"
126,1010,6,2023,24718.08,3707.71,1235.9,2541,32202.69,2471.81,0.0,1910,4381.81,27820.88,"2023-06-26","3149-3060-8450-1223"
127,1010,7,2023,25021.81,3753.27,1251.09,4427,34453.17,2502.18,0.0,1759,4261.18,30191.99,"2023-07-26","3149-3060-8450-1223"
128,1010,8,2023,26757.88,4013.68,1337.89,3980,36089.46,2675.79,0.0,1275,3950.79,32138.67,"2023-08-27","3149-3060-8450-1223"
129,1010,9,2023,26320.8,3948.12,1316.04,4959,36543.96,2632.08,0.0,885,3517.08,33026.88,"2023-09-28","3149-3060-8450-1223"
130,1010,10,2023,25733.5,3860.02,1286.67,3716,34596.2,2573.35,0.0,1872,4445.35,30150.85,"2023-10-28","3149-3060-8450-1223"
131,1010,11,2023,26818.3,4022.75,1340.92,2200,34381.96,2681.83,0.0,948,3629.83,30752.13,"2023-11-28","3149-3060-8450-1223"
132,1010,12,2023,27226.09,4083.91,1361.3,2487,35158.3,2722.61,0.0,1206,3928.61,31229.7,"2023-12-26","3149-3060-8450-1223"
133,1011,1,2023,28122.11,4218.32,1406.11,2917,36663.53,2812.21,0.0,1657,4469.21,32194.32,"2023-01-26","3546-2745-1367-3884"
134,1011,2,2023,26819.26,4022.89,1340.96,3208,35391.11,2681.93,0.0,884,3565.93,31825.18,"2023-02-25","3546-2745-1367-3884"
135,1011,3,2023,28603.38,4290.51,1430.17,2025,36349.05,2860.34,0.0,1183,4043.34,32305.72,"2023-03-25","3546-2745-1367-3884"
136,1011,4,2023,29468.82,4420.32,1473.44,4919,40281.58,2946.88,0.0,797,3743.88,36537.7,"2023-04-28","3546-2745-1367-3884"
137,1011,5,2023,27137.74,4070.66,1356.89,3803,36368.29,2713.77,0.0,754,3467.77,32900.52,"2023-05-28","3546-2745-1367-3884"
138,1011,6,2023,27745.29,4161.79,1387.26,4712,38006.35,2774.53,0.0,1114,3888.53,34117.82,"2023-06-26","3546-2745-1367-3884"
139,1011,7,2023,27141.87,4071.28,1357.09,4425,36995.25,2714.19,0.0,1693,4407.19,32588.06,"2023-07-25","3546-2745-1367-3884"
140,1011,8,2023,28612.58,4291.89,1430.63,2719,37054.1,2861.26,0.0,621,3482.26,33571.84,"2023-08-26","3546-2745-1367-3884"
141,1011,9,2023,27476.93,4121.54,1373.85,2002,34974.31,2747.69,0.0,1247,3994.69,30979.62,"2023-09-25","3546-2745-1367-3884"
142,1011,10,2023,29336.63,4400.49,1466.83,2533,37736.95,2933.66,0.0,1217,4150.66,33586.29,"2023-10-26","3546-2745-1367-3884"
143,1011,11,2023,28656.12,4298.42,1432.81,3685,38072.34,2865.61,0.0,1762,4627.61,33444.73,"2023-11-26","3546-2745-1367-3884"
144,1011,12,2023,27808.43,4171.26,1390.42,4436,37806.11,2780.84,0.0,902,3682.84,34123.27,"2023-12-26","3546-2745-1367-3884"
145,1012,1,2023,44217.41,6632.61,2210.87,2574,55634.89,4421.74,0.0,553,4974.74,50660.15,"2023-01-25","2834-4234-4813-2856"
146,1012,2,2023,44573.85,6686.08,2228.69,3571,57059.62,4457.38,0.0,519,4976.38,52083.23,"2023-02-27","2834-4234-4813-2856"
147,1012,3,2023,44863.42,6729.51,2243.17,2618,56454.1,4486.34,0.0,1495,5981.34,50472.76,"2023-03-25","2834-4234-4813-2856"
148,1012,4,2023,43360.87,6504.13,2168.04,2840,54873.04,4336.09,0.0,861,5197.09,49675.96,"2023-04-26","2834-4234-4813-2856"
149,1012,5,2023,42399.53,6359.93,2119.98,3429,54308.44,4239.95,0.0,690,4929.95,49378.49,"2023-05-26","2834-4234-4813-2856"
150,1012,6,2023,43906.46,6585.97,2195.32,2126,54813.76,4390.65,0.0,1477,5867.65,48946.11,"2023-06-27","2834-4234-4813-2856"
151,1012,7,2023,42169.06,6325.36,2108.45,4889,55491.87,4216.91,0.0,1225,5441.91,50049.96,"2023-07-25","2834-4234-4813-2856"
152,1012,8,2023,44182.66,6627.4,2209.13,3193,56212.2,4418.27,0.0,1098,5516.27,50695.93,"2023-08-26","2834-4234-4813-2856"
153,1012,9,2023,44970.28,6745.54,2248.51,3860,57824.34,4497.03,0.0,1477,5974.03,51850.31,"2023-09-28","2834-4234-4813-2856"
154,1012,10,2023,43766.65,6565.0,2188.33,4821,57340.98,4376.67,0.0,940,5316.67,52024.32,"2023-10-28","2834-4234-4813-2856"
155,1012,11,2023,42547.34,6382.1,2127.37,2321,53377.81,4254.73,0.0,559,4813.73,48564.07,"2023-11-27","2834-4234-4813-2856"
156,1012,12,2023,44157.89,6623.68,2207.89,4100,57089.47,4415.79,0.0,1690,6105.79,50983.68,"2023-12-27","2834-4234-4813-2856"
157,1013,1,2023,21248.08,3187.21,1062.4,4640,30137.7,2124.81,0.0,983,3107.81,27029.89,"2023-01-25","5945-4908-9068-1871"
158,1013,2,2023,20957.2,3143.58,1047.86,4303,29451.63,2095.72,0.0,1952,4047.72,25403.92,"2023-02-25","5945-4908-9068-1871"
159,1013,3,2023,20972.03,3145.8,1048.6,2958,28124.43,2097.2,0.0,1159,3256.2,24868.23,"2023-03-27","5945-4908-9068-1871"
160,1013,4,2023,20934.74,3140.21,1046.74,2886,28007.69,2093.47,0.0,1370,3463.47,24544.22,"2023-04-25","5945-4908-9068-1871"
161,1013,5,2023,22612.7,3391.9,1130.63,2116,29251.24,2261.27,0.0,1185,3446.27,25804.97,"2023-05-28","5945-4908-9068-1871"
162,1013,6,2023,21158.61,3173.79,1057.93,3312,28702.33,2115.86,0.0,1173,3288.86,25413.47,"2023-06-26","5945-4908-9068-1871"
163,1013,7,2023,21699.65,3254.95,1084.98,2342,28381.58,2169.97,0.0,1707,3876.97,24504.62,"2023-07-26","5945-4908-9068-1871"
164,1013,8,2023,21083.44,3162.52,1054.17,4902,30202.13,2108.34,0.0,1997,4105.34,26096.78,"2023-08-28","5945-4908-9068-1871"
165,1013,9,2023,20868.14,3130.22,1043.41,4193,29234.77,2086.81,0.0,1181,3267.81,25966.96,"2023-09-26","5945-4908-9068-1871"
166,1013,10,2023,21080.57,3162.08,1054.03,3346,28642.68,2108.06,0.0,989,3097.06,25545.62,"2023-10-28","5945-4908-9068-1871"
167,1013,11,2023,20941.83,3141.27,1047.09,3147,28277.2,2094.18,0.0,1310,3404.18,24873.01,"2023-11-27","5945-4908-9068-1871"
168,1013,12,2023,21800.16,3270.02,1090.01,4817,30977.19,2180.02,0.0,506,2686.02,28291.17,"2023-12-28","5945-4908-9068-1871"
169,1014,1,2023,39151.55,5872.73,1957.58,3207,50188.86,3915.15,0.0,670,4585.15,45603.7,"2023-01-26","3318-1202-2241-9145"
170,1014,2,2023,37536.46,5630.47,1876.82,4154,49197.75,3753.65,0.0,1566,5319.65,43878.1,"2023-02-27","3318-1202-2241-9145"
171,1014,3,2023,38904.75,5835.71,1945.24,3593,50278.69,3890.47,0.0,566,4456.47,45822.22,"2023-03-28","3318-1202-2241-9145"
172,1014,4,2023,39517.82,5927.67,1975.89,2564,49985.38,3951.78,0.0,1651,5602.78,44382.6,"2023-04-25","3318-1202-2241-9145"
173,1014,5,2023,37411.95,5611.79,1870.6,2467,47361.34,3741.2,0.0,1739,5480.2,41881.15,"2023-05-28","3318-1202-2241-9145"
174,1014,6,2023,38889.62,5833.44,1944.48,2877,49544.54,3888.96,0.0,1929,5817.96,43726.58,"2023-06-25","3318-1202-2241-9145"
175,1014,7,2023,38318.94,5747.84,1915.95,3283,49265.73,3831.89,0.0,1323,5154.89,44110.84,"2023-07-26","3318-1202-2241-9145"
176,1014,8,2023,39476.63,5921.5,1973.83,3184,50555.96,3947.66,0.0,685,4632.66,45923.3,"2023-08-28","3318-1202-2241-9145"
177,1014,9,2023,39945.97,5991.9,1997.3,2948,50883.17,3994.6,0.0,1166,5160.6,45722.57,"2023-09-28","3318-1202-2241-9145"
178,1014,10,2023,39351.5,5902.73,1967.58,3146,50367.81,3935.15,0.0,1155,5090.15,45277.66,"2023-10-25","3318-1202-2241-9145"
179,1014,11,2023,37644.32,5646.65,1882.22,4288,49461.18,3764.43,0.0,1421,5185.43,44275.75,"2023-11-27","3318-1202-2241-9145"
180,1014,12,2023,37646.03,5646.91,1882.3,2461,47636.24,3764.6,0.0,1182,4946.6,42689.64,"2023-12-25","3318-1202-2241-9145"
181,1015,1,2023,24445.51,3666.83,1222.28,3131,32465.61,2444.55,0.0,1034,3478.55,28987.06,"2023-01-28","8440-7216-8047-4005"
182,1015,2,2023,22304.77,3345.72,1115.24,3126,29891.72,2230.48,0.0,1225,3455.48,26436.24,"2023-02-27","8440-7216-8047-4005"
