"employee_id","first_name","last_name","gender","cnic","phone","email","address","department","position","base_salary","hire_date","store_id","bank_account","status"
1010,"Ayesha","Aazim","Female","81894-6866206-9","0375-7729384","ayesha.aazim76@company.com","920 Aasim Hills, Faisalabad","Security","Security Guard",25982,"2025-06-23",3,"3149-3060-8450-1223","On Leave"
1011,"Hira","Basaam","Female","40091-1622255-5","0314-3765261","hira.basaam44@company.com","328 Najeeb Parkways, Sialkot","Inventory","Stock Clerk",28074,"2022-05-01",4,"3546-2745-1367-3884","Active"
1012,"Amina","Zaahid","Female","26996-7762113-2","0380-1381646","amina.zaahid51@company.com","376 Umar Curve, Peshawar","Maintenance","Maintenance Technician",43622,"2022-09-04",1,"2834-4234-4813-2856","Active"
1013,"Fatima","Yar","Female","27686-2483778-9","0334-3381446","fatima.yar74@company.com","179 Aadil Circles, Multan","Maintenance","Cleaner",21701,"2024-04-17",4,"5945-4908-9068-1871","Active"
1014,"Amina","Talhah","Female","23166-3192636-3","0335-1354949","amina.talhah41@company.com","92 Aasif Courts, Gujranwala","Security","Security Supervisor",38332,"2024-09-14",6,"3318-1202-2241-9145","Active"
1015,"Hussain","Esfandyar","Male","68924-8880703-7","0361-1663450","hussain.esfandyar89@company.com","727 Mahad Ports, Peshawar","Sales","Cashier",23372,"2023-02-02",3,"8440-7216-8047-4005","Active"
1016,"Khadija","Kasam","Female","88459-1583306-4","0350-8792515","khadija.kasam86@company.com","524 Ehsan Dale, Islamabad","Inventory","Inventory Manager",49598,"2020-12-15",3,"8242-3364-7230-4245","Active"
1017,"Muhammad","Jaabir","Male","87011-7240622-0","0396-3436383","muhammad.jaabir29@company.com","593 Owais Terrace, Gujranwala","Management","Store Manager",100468,"2024-11-01",3,"4277-7858-7648-3336","On Leave"
1018,"Omar","Fidvi","Male","81177-2271833-3","0353-7740423","omar.fidvi86@company.com","177 Saajid Islands, Multan","Sales","Sales Associate",44616,"2024-10-10",6,"3676-7768-4043-7439","Active"
1019,"Fatima","Zahri","Female","33118-5793456-5","0326-3930923","fatima.zahri20@company.com","545 Talal Plains, Gujranwala","Administration","Accountant",47613,"2022-03-25",4,"6700-2071-8625-2227","Active"
1020,"Ahmed","Lut","Male","44504-3929812-1","0383-7637789","ahmed.lut22@company.com","854 Jaabir Tunnel, Peshawar","Management","Operations Manager",118627,"2022-12-26",5,"4552-6703-6334-8567","Active"
1021,"Ali","Qaim","Male","15840-4062322-2","0339-5764099","ali.qaim79@company.com","300 Jameel Ridge, Karachi","Customer Service","Customer Representative",37236,"2023-07-01",1,"5081-6664-1759-4280","On Leave"
1022,"Ali","Talal","Male","21888-8282465-9","0373-8342411","ali.talal14@company.com","629 Saboor Neck, Gujranwala","Customer Service","Service Desk Staff",31464,"2025-01-14",6,"2107-9053-4623-2426","Active"
1023,"Maryam","Daamin","Female","97773-8697333-2","0317-4423647","maryam.daamin84@company.com","893 Baaree Ports, Islamabad","Security","Security Guard",27969,"2023-08-14",5,"9785-8558-2657-9960","Active"
1024,"Zain","Madiyan","Male","95238-9005853-3","0320-9086073","zain.madiyan94@company.com","86 Omar Shoal, Islamabad","Management","Store Manager",132359,"2023-06-07",8,"5704-8470-6100-1238","Active"
1025,"Ahmed","Sabil","Male","66082-2394347-8","0373-3062670","ahmed.sabil14@company.com","668 Rabee Port, Multan","Customer Service","Customer Representative",38769,"2024-10-30",2,"1167-3157-6005-7714","Active"
1026,"Abdullah","Azban","Male","64904-6470215-0","0378-4180915","abdullah.azban61@company.com","558 Luqman Points, Karachi","Management","Operations Manager",112728,"2022-11-13",9,"1687-8428-3811-5810","Active"
1027,"Nadia","Awmar","Female","97446-8496026-9","0396-4485596","nadia.awmar60@company.com","375 Liyaaqat Glen, Sialkot","Customer Service","Service Desk Staff",28031,"2023-04-06",3,"1492-6290-8613-4517","Active"
1028,"Ahmed","Barraq","Male","55186-6184219-1","0376-1434667","ahmed.barraq79@company.com","502 Zafeer Ramp, Gujranwala","Administration","Admin Assistant",41871,"2021-06-09",3,"8424-7838-3757-5811","Active"
1029,"Abdullah","Sabeeh","Male","55563-7349597-3","0337-2697103","abdullah.sabeeh32@company.com","270 Qasif Squares, Multan","Inventory","Inventory Manager",63649,"2021-12-26",5,"7321-3218-8581-8041","Active"
1030,"Sara","Tajammul","Female","24991-6275245-1","0351-4637351","sara.tajammul26@company.com","142 Naail Pines, Gujranwala","Customer Service","Service Desk Staff",23756,"2023-07-30",8,"3688-1643-2782-1945","Active"
1031,"Khadija","Ejlaal","Female","67599-4476213-9","0310-3106849","khadija.ejlaal60@company.com","88 Saaqib Mountain, Quetta","Administration","Accountant",72978,"2021-08-03",3,"4710-2238-8917-5014","Active"
1032,"Fatima","Yar","Female","77329-9325536-8","0339-8653484","fatima.yar52@company.com","221 Ghaffaar Plains, Gujranwala","Administration","Accountant",75525,"2022-07-28",3,"8132-5798-1567-1105","Active"
1033,"Sara","Umar","Female","47147-9173036-5","0390-5552552","sara.umar23@company.com","765 Fidvi Pine, Islamabad","Security","Security Guard",24706,"2021-01-22",5,"7489-1588-8681-7730","Active"
1034,"Ali","Aasif","Male","65343-6436637-7","0389-6965609","ali.aasif72@company.com","458 Jaffer Way, Karachi","Sales","Cashier",26765,"2021-05-09",8,"1069-9291-2488-5676","Active"
1035,"Khadija","Man","Female","23469-6933776-8","0381-7929231","khadija.man5@company.com","139 Aarif Pass, Gujranwala","Customer Service","Customer Representative",28383,"2025-08-25",3,"8025-6568-9716-7157","Active"
1036,"Khadija","Zahaar","Female","79240-9352566-1","0356-2573255","khadija.zahaar18@company.com","40 Muhallil Plains, Karachi","Administration","Admin Assistant",28748,"2024-01-19",9,"5103-6674-3174-7582","Active"
1037,"Maryam","Maheen","Female","92494-6782123-6","0311-6545199","maryam.maheen72@company.com","604 Umaarah Squares, Karachi","Inventory","Stock Clerk",25992,"2023-08-29",5,"6953-3629-6605-5219","On Leave"
1038,"Zainab","Quadir","Female","91514-4421807-1","0380-3224245","zainab.quadir63@company.com","289 Jamaal Cliffs, Islamabad","Customer Service","Customer Representative",42587,"2020-12-28",5,"5497-3823-8313-3374","Active"
1039,"Muhammad","Ayaan","Male","71306-8024732-3","0387-1193804","muhammad.ayaan86@company.com","720 Wafa Inlet, Islamabad","Maintenance","Maintenance Technician",33422,"2023-07-06",4,"9105-4887-4776-1523","Active"
1040,"Amina","Saafir","Female","58313-1359814-0","0373-7700800","amina.saafir63@company.com","187 Rabar Park, Sialkot","Sales","Cashier",33558,"2023-11-14",2,"5195-5496-9423-5914","Active"
1041,"Sadia","Qasif","Female","66430-4060667-5","0326-4613283","sadia.qasif31@company.com","248 Wafeeq Court, Multan","Customer Service","Service Desk Staff",25855,"2021-03-18",4,"6037-7235-4734-8803","Active"
1042,"Omar","Lajlaj","Male","30816-6909682-4","0358-1707166","omar.lajlaj3@company.com","969 Gulab Square, Quetta","Management","Store Manager",110488,"2022-01-25",7,"4456-3557-2537-7890","Active"
1043,"Zain","Zaahir","Male","53477-6777911-4","0387-5312644","zain.zaahir1@company.com","371 Baasim Extensions, Sialkot","Inventory","Stock Clerk",23582,"2024-07-20",2,"1610-6696-5457-6990","Active"
1044,"Zainab","Aabid","Female","77038-5340348-3","0330-7656583","zainab.aabid16@company.com","338 Tabassum Park, Gujranwala","Security","Security Guard",23566,"2024-10-17",2,"5912-8097-7106-6399","On Leave"
1045,"Ahmed","Babar","Male","98615-6715032-6","0346-2725563","ahmed.babar86@company.com","73 Dakhil Crossroad, Lahore","Inventory","Warehouse Worker",28084,"2023-05-23",8,"4758-8894-3180-6942","Active"
1046,"Usman","Fazli","Male","24472-5466857-4","0325-1691086","usman.fazli50@company.com","53 Latif Ferry, Quetta","Customer Service","Service Desk Staff",23585,"2025-05-28",9,"3859-7360-8937-5711","Terminated"
1047,"Fatima","Ghannam","Female","20011-7391201-5","0366-9953063","fatima.ghannam1@company.com","223 Ayaan Neck, Lahore","Maintenance","Maintenance Technician",33721,"2022-06-10",8,"8098-4492-2712-6488","Active"
1048,"Zain","Najeeb","Male","80763-4794340-7","0377-2399907","zain.najeeb76@company.com","493 Zafrul Street, Faisalabad","Sales","Sales Supervisor",41007,"2023-06-25",3,"5111-8347-5654-7335","Active"
1049,"Usman","Quadir","Male","55444-5339321-6","0338-8009181","usman.quadir52@company.com","301 Jameel Shoal, Islamabad","Customer Service","Service Desk Staff",36635,"2024-01-01",4,"1118-8341-5176-3070","Active"
1050,"Amina","Taimur","Female","10979-6888127-6","0328-4897895","amina.taimur1@company.com","913 Tahmaseb Burgs, Multan","Management","Store Manager",141797,"2023-02-09",1,"8729-8618-2357-7369","Active"
1051,"Fatima","Majeed","Female","34808-4354073-1","0312-7117737","fatima.majeed34@company.com","73 Jaabir Plain, Lahore","Sales","Cashier",23429,"2024-12-30",9,"2983-8326-1298-3209","Active"
1052,"Amina","Rabee","Female","25946-8412209-5","0388-6795979","amina.rabee8@company.com","843 Danish Extensions, Islamabad","Customer Service","Customer Representative",40216,"2023-11-12",1,"6682-3891-5450-8582","Active"
1053,"Usman","Tabassum","Male","63022-9709091-1","0366-7282711","usman.tabassum17@company.com","919 Sadaqat Court, Islamabad","Customer Service","Service Desk Staff",35823,"2025-05-27",3,"6400-2146-2369-5034","On Leave"
1054,"Nadia","Jad","Female","45559-2822144-2","0318-9095333","nadia.jad70@company.com","134 Wadi Ramp, Lahore","Administration","Admin Assistant",36641,"2021-04-26",6,"3505-6720-1814-4828","Active"
1055,"Nadia","Ehsaas","Female","50200-5867240-5","0339-5473310","nadia.ehsaas29@company.com","268 Nafis Turnpike, Multan","Customer Service","Service Desk Staff",23635,"2021-04-15",7,"9908-7403-2315-1916","Active"
1056,"Sara","Umair","Female","54005-9908172-4","0357-2753438","sara.umair66@company.com","969 Taaj Flat, Multan","Administration","Admin Assistant",27957,"2020-10-24",5,"7986-1883-7955-3767","Active"
1057,"Usman","Sadeed","Male","89428-8453772-2","0381-5846267","usman.sadeed11@company.com","865 Raaghib Circles, Multan","Security","Security Guard",29381,"2021-06-11",8,"7520-6274-8768-4995","On Leave"
1058,"Bilal","Fazli","Male","18787-4428243-9","0331-7741742","bilal.fazli66@company.com","957 Ijli Keys, Multan","Customer Service","Customer Representative",43378,"2020-10-12",9,"1814-7258-9206-8870","Active"
1059,"Fatima","Kaleema","Female","63895-5684866-9","0356-5119199","fatima.kaleema53@company.com","171 Kamal Manors, Sialkot","Administration","Accountant",50071,"2023-09-30",4,"2417-5828-4305-1811","Active"
1060,"Hira","Aamir","Female","40795-7825407-9","0319-8143628","hira.aamir2@company.com","647 Jameel Prairie, Islamabad","Maintenance","Maintenance Technician",28337,"2025-05-14",5,"7130-2265-8241-8890","Active"
1061,"Muhammad","Rabiah","Male","34699-2627457-6","0362-8010441","muhammad.rabiah76@company.com","813 Buraid Bridge, Sialkot","Administration","HR Officer",46914,"2020-09-22",7,"7767-1560-4557-1922","Active"
1062,"Zainab","Talal","Female","59245-1330913-3","0342-1497380","zainab.talal2@company.com","355 Waheed Gardens, Gujranwala","Management","Store Manager",88198,"2021-02-17",3,"3771-7718-4647-5360","Active"
1063,"Nadia","Baleegh","Female","74670-9242290-3","0383-4507368","nadia.baleegh3@company.com","237 Zafrul Parkways, Multan","Sales","Sales Associate",28063,"2020-09-18",2,"1853-3578-9678-6223","Active"
1064,"Sadia","Zahri","Female","14870-1666264-3","0371-5116686","sadia.zahri34@company.com","363 Waahid Mountain, Gujranwala","Maintenance","Maintenance Technician",43366,"2020-11-08",2,"5558-5616-1699-6630","Active"
1065,"Amina","Rabbani","Female","87423-2324791-9","0310-5002315","amina.rabbani74@company.com","966 Ayyubi Row, Lahore","Administration","Accountant",62726,"2021-08-22",6,"4604-9569-5629-1408","Active"
1066,"Ali","Ehsaas","Male","71366-5157263-6","0377-1530667","ali.ehsaas83@company.com","686 Awadil Fields, Gujranwala","Security","Security Supervisor",33625,"2024-09-27",6,"9667-8999-9877-3754","Active"
1067,"Hira","Zaahid","Female","80996-2539673-9","0382-6076585","hira.zaahid35@company.com","505 Umar Well, Rawalpindi","Management","Assistant Manager",94193,"2022-09-04",9,"9783-9829-6610-7240","Active"
1068,"Omar","Awmar","Male","26571-5354596-9","0314-7499345","omar.awmar40@company.com","376 Mourib Views, Islamabad","Inventory","Stock Clerk",28211,"2025-07-29",1,"2920-2217-6352-4087","Active"
1069,"Abdullah","Aamirah","Male","99996-6385982-9","0322-3994784","abdullah.aamirah59@company.com","366 Changaz Way, Islamabad","Management","Assistant Manager",73298,"2024-12-30",3,"7943-8639-4165-6693","On Leave"
1070,"Muhammad","Zaheer","Male","76907-8989233-2","0381-7914225","muhammad.zaheer74@company.com","461 Aasif Gateway, Faisalabad","Security","Security Supervisor",25055,"2025-03-08",6,"2743-1001-5644-4762","Active"
1071,"Hira","Tali","Female","35233-1421593-6","0376-4813850","hira.tali96@company.com","791 Lateef Square, Peshawar","Administration","Admin Assistant",28281,"2023-10-17",3,"2655-6127-7532-7481","Active"
1072,"Amina","Ayaan","Female","15396-2049393-3","0333-3976632","amina.ayaan92@company.com","358 Tahir Pass, Karachi","Sales","Sales Associate",40095,"2021-04-06",7,"3625-2272-9842-3797","Active"
1073,"Hussain","Taheem","Male","56654-1879823-8","0338-2043397","hussain.taheem58@company.com","215 Aariz Flat, Sialkot","Management","Operations Manager",88559,"2022-02-13",8,"4341-9993-7496-8990","Terminated"
1074,"Omar","Mahbeer","Male","55465-3582206-7","0378-1682090","omar.mahbeer64@company.com","921 Dawud Dale, Lahore","Sales","Sales Associate",43720,"2025-05-19",7,"9927-2732-7209-9149","Active"
1075,"Maryam","Baseer","Female","57293-3562311-2","0388-2491065","maryam.baseer85@company.com","783 Ghayoor Roads, Multan","Administration","HR Officer",47713,"2021-08-05",2,"5275-5712-2117-3326","Active"
1076,"Muhammad","Damurah","Male","57002-7165412-3","0320-3989535","muhammad.damurah31@company.com","607 Jaabir Wells, Lahore","Inventory","Inventory Manager",65006,"2020-10-13",3,"3141-7262-4484-9633","Active"
1077,"Fatima","Zahrun","Female","70680-6444675-1","0333-1903043","fatima.zahrun7@company.com","807 Kasam Track, Rawalpindi","Inventory","Inventory Manager",55376,"2023-12-22",9,"8503-5835-7704-4884","Active"
1078,"Muhammad","Wahhaaj","Male","30971-5658502-9","0376-1500487","muhammad.wahhaaj57@company.com","367 Daiyaan Ville, Peshawar","Administration","Accountant",55705,"2022-04-28",8,"6946-3090-5829-7785","Active"
1079,"Hassan","Yaman","Male","44807-9565025-2","0351-5915880","hassan.yaman83@company.com","223 Iftikhar Shoals, Peshawar","Sales","Sales Supervisor",57393,"2021-10-08",3,"9097-7299-3785-4241","Active"
1080,"Muhammad","Jameel","Male","40821-2654567-0","0321-6635869","muhammad.jameel5@company.com","278 Izaaz Circle, Multan","Sales","Sales Supervisor",49795,"2024-01-04",9,"8285-5706-5723-4760","Active"
1081,"Hassan","Rafi","Male","29252-9595455-7","0311-7716445","hassan.rafi10@company.com","366 Tadeen Stream, Karachi","Security","Security Guard",20303,"2024-01-21",5,"9181-1824-1284-9928","Active"
1082,"Khadija","Ghunayn","Female","85146-8608824-8","0393-4526294","khadija.ghunayn90@company.com","404 Bashaar Field, Gujranwala","Security","Security Supervisor",25415,"2024-04-02",7,"5063-5079-7742-9895","Active"
1083,"Sara","Qabeel","Female","53171-5548831-0","0321-4201202","sara.qabeel53@company.com","619 Ayaan Camp, Lahore","Inventory","Inventory Manager",52909,"2021-12-27",5,"3158-6315-7547-3124","Active"
1084,"Amina","Sabiq","Female","10958-9732986-7","0369-6964353","amina.sabiq67@company.com","200 Sadan Prairie, Karachi","Administration","Accountant",75696,"2022-02-25",9,"1242-5519-1619-5264","Active"
1085,"Ali","Yaghnam","Male","14005-1026685-3","0333-8297016","ali.yaghnam32@company.com","528 Saburah Stream, Rawalpindi","Inventory","Stock Clerk",32210,"2023-04-30",1,"9782-7847-1773-9283","Active"
1086,"Khadija","Madiyan","Female","70201-3229483-7","0394-5277896","khadija.madiyan76@company.com","851 Nabeeh Terrace, Karachi","Maintenance","Maintenance Technician",26016,"2023-07-11",3,"8233-1437-3487-8261","Active"
1087,"Muhammad","Kaamil","Male","21625-2184099-3","0390-1129092","muhammad.kaamil89@company.com","614 Saafir Parks, Quetta","Administration","HR Officer",62234,"2023-02-03",4,"5614-7460-5632-9257","Active"
1088,"Amina","Ghannam","Female","32057-3198229-5","0313-1446061","amina.ghannam57@company.com","301 Man Road, Islamabad","Maintenance","Maintenance Technician",33031,"2023-01-01",2,"2742-9257-9123-5084","Active"
1089,"Usman","Umar","Male","91174-6541246-7","0317-3262496","usman.umar76@company.com","2 Ghanem Manors, Multan","Administration","Accountant",72816,"2021-06-06",8,"3314-3750-8291-3570","Active"
1090,"Sara","Raed","Female","72240-8626105-7","0315-3887584","sara.raed81@company.com","413 Talal Mountain, Rawalpindi","Customer Service","Customer Representative",38576,"2023-10-10",9,"6921-8719-8956-1848","Active"
1091,"Hassan","Huzaifa","Male","72511-2186160-0","0316-6055553","hassan.huzaifa63@company.com","420 Yasir Gateway, Karachi","Management","Store Manager",90061,"2022-08-22",3,"1411-1678-9846-9926","Active"
1092,"Bilal","Abaan","Male","11538-3861313-0","0371-9267557","bilal.abaan87@company.com","815 Ossama Row, Sialkot","Inventory","Warehouse Worker",21784,"2024-04-18",5,"5737-4373-9242-8752","Active"
1093,"Hassan","Jalil","Male","17574-2117389-4","0311-8022419","hassan.jalil54@company.com","56 Madiyan River, Gujranwala","Maintenance","Cleaner",18135,"2021-09-06",8,"7863-5099-6454-5178","On Leave"
1094,"Hussain","Kabeer","Male","87160-8186838-4","0338-4749227","hussain.kabeer87@company.com","933 Raakin Unions, Peshawar","Customer Service","Customer Representative",40884,"2022-01-18",7,"8773-9338-4303-9019","Active"
1095,"Usman","Ghutayf","Male","41234-4854629-2","0358-6112644","usman.ghutayf4@company.com","849 Rabee Ridge, Lahore","Management","Store Manager",134681,"2025-08-23",6,"4688-3015-8062-3232","Active"
1096,"Bilal","Basaam","Male","69131-6771455-8","0356-3529159","bilal.basaam93@company.com","599 Awj Pike, Lahore","Maintenance","Maintenance Technician",28888,"2022-02-19",5,"9148-6147-8256-8417","Active"
1097,"Hussain","Rafay","Male","30233-3223946-9","0352-6396037","hussain.rafay36@company.com","92 Souma Lane, Sialkot","Maintenance","Maintenance Technician",32066,"2024-01-17",2,"3186-6910-8911-6320","Active"
1098,"Hira","Ghafoor","Female","61528-8827194-5","0352-3745568","hira.ghafoor88@company.com","105 Taahaa Brooks, Quetta","Customer Service","Service Desk Staff",23511,"2021-06-01",5,"5212-7653-7139-2500","Active"
1099,"Maryam","Jaabir","Female","10335-5445165-9","0354-7467417","maryam.jaabir69@company.com","353 Maazin Flat, Islamabad","Security","Security Supervisor",37173,"2023-01-06",1,"9693-5984-6304-3042","Active"
1100,"Sadia","Gulfam","Female","31977-5656869-8","0379-9426625","sadia.gulfam18@company.com","619 Majd Udeen Road, Faisalabad","Management","Operations Manager",119483,"2024-12-30",7,"1078-3301-1456-1146","Active"
1101,"Usman","Tamanna","Male","17055-3417443-7","0335-9745184","usman.tamanna12@company.com","119 Ubaidah Island, Quetta","Management","Operations Manager",90730,"2021-10-17",6,"7857-6672-4236-4481","Active"
1102,"Sadia","Layth","Female","30617-9115707-7","0329-6360508","sadia.layth56@company.com","468 Tahir Street, Multan","Customer Service","Customer Representative",37260,"2023-01-27",5,"7406-5221-6902-1955","On Leave"
1103,"Hassan","Ejlaal","Male","80994-4801086-4","0312-7780418","hassan.ejlaal75@company.com","215 Kajji Ford, Sialkot","Maintenance","Maintenance Technician",31316,"2021-08-30",6,"4802-4408-4158-1770","Active"
1104,"Hira","Liyaaqat","Female","20302-3580362-0","0385-7016848","hira.liyaaqat31@company.com","86 Zahur Forges, Sialkot","Management","Store Manager",133379,"2025-06-30",1,"1201-5579-6693-5373","Active"
1105,"Hira","Taimur","Female","25314-8460117-1","0330-4357728","hira.taimur63@company.com","457 Ossama Junctions, Gujranwala","Security","Security Supervisor",36967,"2025-01-11",1,"5380-3222-8848-2365","Active"
1106,"Hussain","Zahaar","Male","46639-2586608-1","0361-7350162","hussain.zahaar91@company.com","118 Raashid Drive, Lahore","Customer Service","Customer Representative",39021,"2025-05-11",5,"4300-2107-2204-1903","Active"
1107,"Khadija","Sadan","Female","65553-8662737-5","0379-3429772","khadija.sadan42@company.com","160 Zuwayhir Estate, Quetta","Sales","Sales Supervisor",45515,"2024-05-10",5,"4344-5141-4061-1612","Active"
1108,"Abdullah","Layth","Male","83060-9558345-4","0353-8491752","abdullah.layth41@company.com","717 Kaleem Walks, Faisalabad","Customer Service","Service Desk Staff",30037,"2025-07-22",8,"5171-7998-4725-2452","Terminated"
1109,"Fatima","Umair","Female","72063-7280454-9","0344-8720847","fatima.umair74@company.com","749 Ghalib Land, Sialkot","Customer Service","Service Desk Staff",36434,"2025-01-31",8,"9908-2614-7525-1041","On Leave"
1110,"Abdullah","Yafir","Male","91295-2403028-3","0354-1585754","abdullah.yafir88@company.com","115 Saabir Greens, Rawalpindi","Security","Security Guard",26676,"2022-02-11",3,"7263-1594-7552-5215","Active"
1111,"Ahmed","Kachela","Male","25926-9683487-2","0344-4418980","ahmed.kachela7@company.com","435 Tajammul Grove, Islamabad","Security","Security Supervisor",43110,"2021-09-21",4,"4335-4828-1874-2609","On Leave"
1112,"Hussain","Layth","Male","21120-6648204-7","0336-5699059","hussain.layth71@company.com","406 Aadil Oval, Karachi","Management","Store Manager",92381,"2024-04-15",9,"7334-7063-4377-9889","Active"
1113,"Bilal","Umar","Male","23442-2965323-3","0390-5766048","bilal.umar82@company.com","813 Sairah Orchard, Faisalabad","Maintenance","Cleaner",21794,"2025-04-17",7,"7604-6761-5520-2623","Active"
1114,"Muhammad","Luqmaan","Male","81590-4867563-8","0380-6321638","muhammad.luqmaan94@company.com","602 Jahiz Fields, Rawalpindi","Inventory","Stock Clerk",39718,"2023-10-15",2,"9425-3364-1906-9678","Active"
1115,"Maryam","Omran","Female","96767-3394201-5","0396-9426784","maryam.omran9@company.com","355 Raashid Extension, Multan","Sales","Sales Supervisor",60234,"2023-05-30",8,"2820-1508-8763-2877","Active"
1116,"Ahmed","Baashir","Male","87684-8503294-9","0324-8223175","ahmed.baashir50@company.com","874 Esfandyar Haven, Rawalpindi","Maintenance","Cleaner",15454,"2023-11-16",6,"5100-9643-8838-2233","Active"
1117,"Sara","Zahaar","Female","64734-8441647-8","0387-1387200","sara.zahaar16@company.com","182 Zahi Squares, Karachi","Security","Security Supervisor",26859,"2025-03-27",1,"6744-1211-4343-3182","Terminated"
1118,"Abdullah","Maheen","Male","35932-6738243-4","0383-5308583","abdullah.maheen70@company.com","346 Zahri Via, Faisalabad","Management","Assistant Manager",98408,"2022-04-05",1,"7208-9565-3496-2827","On Leave"
1119,"Nadia","Sadan","Female","32059-8538156-1","0371-8596840","nadia.sadan13@company.com","588 Rafeek Causeway, Rawalpindi","Management","Store Manager",118940,"2021-08-10",4,"3385-6833-8760-7272","Active"
1120,"Sara","Mad","Female","59487-2988921-7","0354-6933105","sara.mad86@company.com","921 Man Inlet, Peshawar","Sales","Sales Supervisor",56976,"2025-02-06",5,"5749-8406-5563-8352","Active"
1121,"Sadia","Barr","Female","51123-2578998-0","0324-3667666","sadia.barr7@company.com","422 Radhee Hill, Peshawar","Management","Operations Manager",87284,"2023-10-14",4,"7345-5181-5151-3896","Active"
1122,"Bilal","Najeeb","Male","50779-1100145-7","0369-6754281","bilal.najeeb79@company.com","609 Barraq Mountains, Karachi","Security","Security Supervisor",43106,"2023-10-07",4,"1411-3299-2920-8124","Active"
1123,"Ali","Darain","Male","59555-8208256-9","0354-8787540","ali.darain89@company.com","27 Basheerah Creek, Rawalpindi","Security","Security Supervisor",37066,"2025-06-02",1,"6903-9909-5021-8727","Terminated"
1124,"Muhammad","Qaseem","Male","63717-5661185-5","0398-1305098","muhammad.qaseem97@company.com","613 Kaleem Row, Karachi","Administration","HR Officer",51204,"2021-10-24",7,"5229-1407-4840-3450","Active"
1125,"Khadija","Saal","Female","15909-1730421-1","0341-3490039","khadija.saal73@company.com","848 Jalaal Freeway, Sialkot","Inventory","Warehouse Worker",21329,"2021-05-04",2,"8555-6830-7597-4473","Active"
1126,"Usman","Jaabir","Male","98708-3567531-6","0356-6841870","usman.jaabir52@company.com","839 Sair Ports, Faisalabad","Administration","Admin Assistant",28256,"2024-03-18",4,"7448-1074-9764-5594","Active"
1127,"Ayesha","Tahaw-wur","Female","76709-2433867-4","0367-5779752","ayesha.tahaw-wur61@company.com","971 Kasam Run, Lahore","Inventory","Stock Clerk",31260,"2023-03-07",1,"5966-6220-6343-2978","Active"
1128,"Hassan","Kaleema","Male","11373-3490598-6","0380-8114430","hassan.kaleema97@company.com","476 Nabih Trace, Karachi","Security","Security Guard",22366,"2021-08-04",9,"4009-4434-3744-8999","Active"
1129,"Khadija","Najeeb","Female","36394-1301319-5","0366-5487984","khadija.najeeb73@company.com","60 Jameel Gardens, Quetta","Maintenance","Cleaner",24671,"2021-11-21",2,"4780-9270-6037-8369","Active"
1130,"Usman","Ayyubi","Male","42269-3585336-9","0320-1117339","usman.ayyubi46@company.com","975 Mahbub Villages, Multan","Security","Security Guard",26208,"2020-09-29",3,"3087-9838-4004-7376","On Leave"
1131,"Ahmed","Esfandyar","Male","56602-8651850-9","0369-1266373","ahmed.esfandyar17@company.com","833 Aamir Loop, Faisalabad","Customer Service","Service Desk Staff",35783,"2024-09-26",7,"7173-4626-9394-2871","Active"
