"employee_id","first_name","last_name","gender","cnic","phone","email","address","department","position","base_salary","hire_date","store_id","bank_account","status"
1033,"Ali","Raid","Male","92895-3048005-4","0342-9401746","ali.raid28@company.com","309 Ibrahim Well, Sialkot","Customer Service","Customer Representative",39227,"2024-07-03",4,"8591-9560-6336-6221","On Leave"
1034,"Bilal","Baaqir","Male","33706-5106127-3","0337-4474667","bilal.baaqir43@company.com","409 Jaabir Throughway, Peshawar","Management","Operations Manager",87824,"2024-02-11",2,"9327-5397-8312-2073","Active"
1035,"Ayesha","Zafir","Female","37500-1369662-8","0317-1276007","ayesha.zafir66@company.com","356 Baber Orchard, Sialkot","Administration","Admin Assistant",41388,"2023-01-04",1,"7812-2734-5267-5260","Active"
1036,"Hassan","Zaahid","Male","92718-5726974-7","0368-9640551","hassan.zaahid62@company.com","865 Karaamat Tunnel, Lahore","Sales","Sales Associate",33933,"2021-01-26",1,"3668-6961-4485-7599","On Leave"
1037,"Hira","Daamin","Female","56267-1612533-1","0392-2593007","hira.daamin16@company.com","416 Urrab Forge, Peshawar","Administration","HR Officer",50062,"2021-11-10",2,"4082-1723-2364-4714","Active"
1038,"Zain","Nabih","Male","40641-3973820-8","0373-4587863","zain.nabih17@company.com","510 Omar Valleys, Faisalabad","Inventory","Inventory Manager",62228,"2023-05-13",8,"9140-6852-9686-9302","Active"
1039,"Sadia","Sabur","Female","72949-6800832-1","0376-2440954","sadia.sabur29@company.com","563 Zerdad Lock, Lahore","Sales","Sales Supervisor",44670,"2023-10-06",5,"3479-7892-2754-7173","Active"
1040,"Maryam","Tahawwur","Female","44481-9220539-3","0390-1371453","maryam.tahawwur94@company.com","647 Tahir Plain, Islamabad","Administration","Accountant",76945,"2024-03-11",2,"7221-7587-6733-2145","Active"
1041,"Sara","Raid","Female","15006-5460633-1","0325-8982160","sara.raid53@company.com","907 Najam Freeway, Gujranwala","Customer Service","Service Desk Staff",35592,"2025-05-01",7,"4694-2370-5254-3508","Active"
1042,"Sadia","Sadeed","Female","74734-4078253-7","0376-3822966","sadia.sadeed33@company.com","911 Ubadah Hills, Lahore","Sales","Sales Associate",28829,"2023-01-30",8,"6965-1815-9076-4874","Active"
1043,"Ali","Yadid","Male","77666-1706508-5","0313-6266685","ali.yadid82@company.com","235 Jahangir Shores, Gujranwala","Administration","HR Officer",58998,"2025-08-16",1,"8934-1935-1566-9508","Active"
1044,"Usman","Quadir","Male","87816-4745407-5","0310-5068068","usman.quadir78@company.com","374 Ghazzal Centers, Peshawar","Sales","Sales Supervisor",57877,"2022-04-13",7,"4446-9532-9670-3055","Active"
1045,"Ahmed","Maalik","Male","77840-9234895-2","0333-4145558","ahmed.maalik44@company.com","151 Qabeel Drive, Gujranwala","Customer Service","Service Desk Staff",28393,"2025-05-17",9,"7587-9232-7219-4924","Active"
1046,"Hussain","Raashid","Male","62779-6308063-9","0385-9388402","hussain.raashid14@company.com","507 Majd Udeen Locks, Peshawar","Administration","Admin Assistant",42029,"2023-01-25",6,"7976-5886-2399-2050","Active"
1047,"Abdullah","Awamil","Male","13854-1165923-4","0354-9781840","abdullah.awamil6@company.com","998 Labeeb Squares, Rawalpindi","Management","Operations Manager",93591,"2024-08-01",8,"3357-6410-3833-5863","On Leave"
1048,"Ahmed","Majd Udeen","Male","97865-9627207-3","0316-6321911","ahmed.majd udeen87@company.com","992 Ghanee Tunnel, Rawalpindi","Security","Security Supervisor",28385,"2020-10-01",8,"5230-9957-5218-2296","Active"
1049,"Nadia","Jalil","Female","55600-6288466-3","0396-7070350","nadia.jalil68@company.com","324 Ubaydullah Brooks, Lahore","Management","Operations Manager",119014,"2022-10-06",1,"2991-5127-4678-7208","Active"
1050,"Khadija","Omran","Female","52964-4087463-2","0354-8968402","khadija.omran16@company.com","494 Vahar Burgs, Lahore","Inventory","Inventory Manager",70718,"2024-01-13",1,"6727-1257-1041-6245","Active"
1051,"Hussain","Aalam","Male","88327-4860721-1","0389-5822479","hussain.aalam98@company.com","980 Yashem Rapids, Gujranwala","Maintenance","Maintenance Technician",42877,"2025-04-28",4,"4471-9072-2480-8911","Active"
1052,"Omar","Vahar","Male","73690-4626193-5","0341-2566494","omar.vahar99@company.com","257 Qaasim Loop, Islamabad","Sales","Cashier",22606,"2022-06-27",6,"6512-4555-6867-5073","On Leave"
1053,"Bilal","Aalam","Male","84643-8849286-5","0314-9424198","bilal.aalam74@company.com","893 Awamil Plaza, Peshawar","Administration","HR Officer",61397,"2021-07-21",9,"4339-8873-4715-7413","Active"
1054,"Hassan","Aasif","Male","74754-3864912-7","0327-6675491","hassan.aasif86@company.com","734 Zahrun Key, Peshawar","Management","Operations Manager",112167,"2022-08-23",1,"7416-9222-5958-6209","Active"
1055,"Fatima","Raakin","Female","45779-8933159-4","0386-7520556","fatima.raakin68@company.com","486 Awmar Heights, Gujranwala","Customer Service","Service Desk Staff",23982,"2021-12-19",5,"7903-5225-6070-7562","On Leave"
1056,"Hira","Qaim","Female","35267-4675131-2","0319-3439980","hira.qaim18@company.com","548 Aamirah Fall, Sialkot","Inventory","Inventory Manager",71103,"2021-04-17",5,"9664-5766-5553-7279","Active"
1057,"Fatima","Dawud","Female","49006-7604553-5","0388-2153253","fatima.dawud49@company.com","51 Ghulaam Streets, Faisalabad","Management","Store Manager",129437,"2022-03-30",9,"5476-6836-6333-1474","Active"
1058,"Zain","Latif","Male","20628-4799268-7","0376-6455070","zain.latif67@company.com","800 Umar Trafficway, Peshawar","Customer Service","Service Desk Staff",29585,"2024-10-24",3,"1543-8277-7357-8848","Active"
1059,"Nadia","Taanish","Female","66411-3606738-4","0383-5457160","nadia.taanish23@company.com","351 Qatadah Drive, Sialkot","Sales","Cashier",28843,"2020-11-02",4,"8375-1616-5604-1731","Active"
1060,"Bilal","Basaam","Male","81194-4202481-5","0376-4074051","bilal.basaam98@company.com","888 Abaan Fall, Faisalabad","Maintenance","Cleaner",23808,"2024-12-24",3,"7409-8036-4029-2853","Active"
1061,"Khadija","Gohar","Female","34653-2846454-9","0395-7170473","khadija.gohar13@company.com","522 Sabir Track, Sialkot","Maintenance","Cleaner",16243,"2024-10-25",3,"4641-2932-1116-6144","On Leave"
1062,"Sara","Lajlaj","Female","65292-3832911-3","0372-8314090","sara.lajlaj84@company.com","823 Lajlaj Cape, Faisalabad","Administration","Admin Assistant",35587,"2022-07-10",6,"3763-4587-8494-1828","Active"
1063,"Maryam","Karam","Female","34047-4411279-6","0318-7470057","maryam.karam58@company.com","964 Rabah Shoals, Rawalpindi","Sales","Cashier",24901,"2021-05-27",8,"4795-4930-6548-7908","Active"
1064,"Fatima","Bilaal","Female","13263-9560784-2","0341-5169340","fatima.bilaal28@company.com","137 Wadi Unions, Faisalabad","Inventory","Inventory Manager",49759,"2021-01-11",4,"4465-9222-9672-3432","Active"
1065,"Ahmed","Zahri","Male","54399-1837623-4","0391-1997760","ahmed.zahri71@company.com","371 Aabid Field, Rawalpindi","Administration","Accountant",54215,"2023-04-30",1,"5121-4522-5912-1091","Active"
1066,"Abdullah","Ghasaan","Male","55172-3648153-5","0329-3515410","abdullah.ghasaan36@company.com","384 Nabeel Harbor, Islamabad","Maintenance","Cleaner",22293,"2020-09-14",9,"7460-8619-8743-6664","Active"
1067,"Zainab","Bashaarat","Female","21383-8278419-6","0340-4329960","zainab.bashaarat88@company.com","369 Qasim Rapids, Quetta","Maintenance","Cleaner",22100,"2023-07-17",6,"6780-8897-4199-6150","Active"
1068,"Ayesha","Taheem","Female","66992-6598259-4","0369-3263238","ayesha.taheem24@company.com","602 Lahiah Spring, Multan","Maintenance","Cleaner",18776,"2021-05-01",9,"2643-7460-5486-7873","Active"
1069,"Khadija","Jabr","Female","18223-1835145-5","0352-9171817","khadija.jabr39@company.com","126 Etizaaz Crossroad, Gujranwala","Sales","Sales Associate",35055,"2021-06-18",9,"6274-4243-7953-4624","Active"
1070,"Khadija","Naeem","Female","52245-3062018-1","0314-3948608","khadija.naeem7@company.com","30 Qudoos Shoals, Rawalpindi","Maintenance","Cleaner",18989,"2023-05-01",3,"1451-1747-3100-1933","Active"
1071,"Bilal","Tawkeel","Male","57608-3382033-2","0340-1081015","bilal.tawkeel66@company.com","100 Kaamil Forest, Karachi","Sales","Sales Supervisor",44456,"2024-10-07",1,"8423-1563-1429-1686","Active"
1072,"Usman","Talal","Male","38352-2816600-6","0323-3070000","usman.talal52@company.com","183 Jalaal Lane, Peshawar","Inventory","Stock Clerk",26708,"2024-07-22",5,"1951-6924-1853-9552","Active"
1073,"Hassan","Iftikhaar","Male","59523-6702656-1","0376-9226577","hassan.iftikhaar97@company.com","124 Qaseem Flats, Sialkot","Security","Security Supervisor",26241,"2020-12-03",4,"7782-5470-2227-2488","Active"
1074,"Ayesha","Yasir","Female","77717-6802717-8","0378-9147910","ayesha.yasir47@company.com","782 Sadaqat Locks, Gujranwala","Sales","Sales Supervisor",63222,"2023-06-20",4,"1550-3399-8424-3669","Active"
1075,"Khadija","Luqman","Female","94962-6410208-0","0324-9437622","khadija.luqman71@company.com","818 Rohaan Cliff, Karachi","Management","Operations Manager",92592,"2022-04-06",3,"7556-2480-5488-5399","Active"
1076,"Bilal","Qasif","Male","13355-4154687-1","0354-3656723","bilal.qasif72@company.com","234 Yadid Lights, Rawalpindi","Inventory","Inventory Manager",49203,"2021-07-16",5,"2591-6095-5063-2422","Active"
1077,"Hassan","Rabbani","Male","11377-5823177-0","0334-9298942","hassan.rabbani31@company.com","923 Saburah Motorway, Sialkot","Sales","Sales Associate",42465,"2024-10-14",6,"4256-6223-5776-2512","Active"
1078,"Hira","Raed","Female","77223-8819086-1","0338-2969554","hira.raed11@company.com","130 Naadir Corners, Multan","Maintenance","Cleaner",23296,"2023-06-19",8,"8010-7036-3690-8699","Active"
1079,"Muhammad","Saafir","Male","40768-7814183-7","0377-5332611","muhammad.saafir19@company.com","464 Raees Key, Rawalpindi","Management","Store Manager",143417,"2024-01-29",4,"4957-5787-3490-3320","Active"
1080,"Omar","Yaman","Male","95093-3975238-3","0375-8432014","omar.yaman75@company.com","36 Ghazi Spurs, Quetta","Customer Service","Service Desk Staff",26232,"2023-04-28",8,"4887-9838-2300-9085","Active"
1081,"Hira","Wafa","Female","79697-7973732-3","0375-5841061","hira.wafa33@company.com","247 Tahir Cliff, Quetta","Administration","HR Officer",51783,"2024-01-23",2,"8153-2367-5214-1072","Active"
1082,"Abdullah","Zahur","Male","42181-2365191-7","0376-5263031","abdullah.zahur10@company.com","727 Tajudinn Throughway, Gujranwala","Management","Operations Manager",85419,"2024-03-25",9,"1072-4732-6856-7001","On Leave"
1083,"Amina","Aamirah","Female","99628-7280661-6","0399-5212947","amina.aamirah34@company.com","448 Aysar Field, Gujranwala","Security","Security Supervisor",39148,"2024-07-07",4,"8868-8166-6123-6789","Active"
1084,"Ali","Ayamin","Male","79594-7813849-6","0352-9603799","ali.ayamin62@company.com","698 Naeem Trafficway, Faisalabad","Inventory","Stock Clerk",29221,"2024-06-02",8,"1522-4258-9827-8861","Active"
1085,"Hira","Maheen","Female","21720-7722521-2","0352-6464610","hira.maheen60@company.com","845 Jahdami Extensions, Rawalpindi","Administration","Admin Assistant",33387,"2022-12-11",9,"6453-4138-6494-8457","Active"
1086,"Sadia","Faizan","Female","84274-9441198-9","0323-1429771","sadia.faizan99@company.com","632 Qadeer Meadows, Faisalabad","Sales","Sales Supervisor",68734,"2022-03-15",1,"5486-1729-1504-3624","Active"
1087,"Muhammad","Umaarah","Male","45762-9266701-2","0346-4657468","muhammad.umaarah84@company.com","210 Najeeb Crossing, Sialkot","Customer Service","Customer Representative",26352,"2023-07-04",9,"6828-1368-7631-1722","Active"
1088,"Fatima","Maroof","Female","86756-2122378-0","0326-8420537","fatima.maroof10@company.com","556 Aasif Mall, Rawalpindi","Sales","Sales Supervisor",53880,"2023-07-19",4,"5523-8435-2311-8977","Active"
1089,"Hassan","Badr Udeen","Male","71320-7099735-5","0361-4200999","hassan.badr udeen76@company.com","581 Baashir Ports, Sialkot","Management","Store Manager",113372,"2021-06-15",9,"8636-5647-8451-7854","Active"
1090,"Abdullah","Limazah","Male","85718-4590168-1","0334-1404116","abdullah.limazah80@company.com","790 Hamza Road, Quetta","Management","Assistant Manager",72427,"2022-12-13",6,"8891-5361-4989-9895","Active"
1091,"Zainab","Batal","Female","40522-6085761-6","0344-3786693","zainab.batal65@company.com","698 Baha Flats, Multan","Customer Service","Service Desk Staff",23781,"2020-11-15",7,"1739-2056-7850-4033","Active"
1092,"Hussain","Saaqib","Male","34101-4866302-4","0374-8839596","hussain.saaqib32@company.com","878 Bashaarat Circles, Lahore","Maintenance","Maintenance Technician",32194,"2021-04-18",5,"9655-1187-2981-2737","Active"
1093,"Amina","Ijli","Female","16726-4882002-5","0333-4565627","amina.ijli6@company.com","642 Talha Row, Rawalpindi","Administration","Accountant",55137,"2024-07-03",5,"4900-4366-3145-7922","Active"
1094,"Ali","Raakin","Male","93423-1206473-5","0392-8925870","ali.raakin3@company.com","528 Kaamil Drive, Gujranwala","Inventory","Warehouse Worker",25617,"2024-04-17",3,"9312-5527-5434-8709","Active"
1095,"Hassan","Zaahid","Male","86356-8680267-7","0381-1682328","hassan.zaahid32@company.com","483 Ubadah Mountain, Rawalpindi","Sales","Cashier",28167,"2024-12-04",8,"7806-9678-7358-9269","Active"
1096,"Amina","Baaqir","Female","61936-6364558-1","0321-3923316","amina.baaqir84@company.com","771 Jahangir Villages, Multan","Security","Security Supervisor",31507,"2022-07-13",3,"7778-1061-6098-6231","Active"
1097,"Hassan","Luqmaan","Male","28569-6555703-8","0350-3010737","hassan.luqmaan99@company.com","670 Yasir Villages, Karachi","Inventory","Inventory Manager",64931,"2021-10-16",4,"4435-4795-8825-5327","On Leave"
1098,"Sadia","Owais","Female","48295-4632679-8","0347-1619071","sadia.owais78@company.com","574 Abaan Rapids, Karachi","Management","Assistant Manager",81386,"2025-05-11",1,"5225-8480-8536-9915","Terminated"
1099,"Omar","Tamanna","Male","19662-3765501-7","0398-1822411","omar.tamanna89@company.com","322 Nabeel Ports, Gujranwala","Inventory","Stock Clerk",23693,"2022-11-17",2,"3609-8714-8012-8427","Active"
1100,"Hussain","Ossama","Male","77952-6643098-8","0328-1181661","hussain.ossama54@company.com","628 Laeeq Place, Karachi","Administration","HR Officer",57675,"2024-07-20",8,"1245-5833-7226-7836","Active"
1101,"Bilal","Ihsaan","Male","26041-7589725-7","0337-3706421","bilal.ihsaan52@company.com","798 Ghasaan Cove, Lahore","Administration","Admin Assistant",37094,"2024-02-09",6,"2556-1972-4976-3598","Active"
1102,"Amina","Qasif","Female","86178-3569874-3","0391-7747383","amina.qasif10@company.com","973 Sabur Manors, Multan","Maintenance","Maintenance Technician",27364,"2025-05-19",7,"6382-8647-2181-7934","Active"
1103,"Omar","Qadar","Male","57856-5759564-3","0353-8790573","omar.qadar11@company.com","762 Sabbir Flat, Gujranwala","Administration","HR Officer",65353,"2020-12-07",3,"8892-7076-6752-9610","Active"
1104,"Hussain","Umar","Male","11423-3223896-8","0392-2541132","hussain.umar34@company.com","927 Daamin Rest, Sialkot","Security","Security Supervisor",34888,"2022-02-10",7,"5018-4943-3166-8436","Active"
1105,"Maryam","Qahtan","Female","64728-7679840-7","0354-4364540","maryam.qahtan86@company.com","141 Daiyaan Ridge, Karachi","Security","Security Supervisor",44594,"2021-07-26",7,"5965-3702-6738-9319","On Leave"
1106,"Amina","Zarar","Female","79148-8073433-3","0318-6082402","amina.zarar81@company.com","891 Ghanee Viaduct, Peshawar","Customer Service","Service Desk Staff",27106,"2021-07-31",8,"2916-4680-3908-4913","Active"
1107,"Bilal","Maalik","Male","48535-4314913-7","0326-8489971","bilal.maalik66@company.com","114 Mahdy Mountain, Faisalabad","Customer Service","Customer Representative",28507,"2024-01-27",5,"8638-5356-3460-8354","Active"
1108,"Ali","Aadam","Male","22905-1877672-3","0314-4085103","ali.aadam10@company.com","776 Omair Centers, Islamabad","Customer Service","Service Desk Staff",32801,"2021-02-12",7,"6728-6938-5004-1097","Active"
1109,"Zainab","Ghayoor","Female","78057-1762621-0","0391-6186533","zainab.ghayoor21@company.com","259 Nabih Shores, Gujranwala","Administration","HR Officer",66700,"2025-04-27",7,"4209-1676-8608-8236","Active"
1110,"Ayesha","Kaamil","Female","20997-1132089-4","0362-8409612","ayesha.kaamil53@company.com","828 Ghazalan Hill, Sialkot","Administration","Accountant",70809,"2021-07-28",5,"4718-6984-4369-5922","Active"
1111,"Hassan","Souma","Male","49433-9480839-0","0322-8510780","hassan.souma76@company.com","942 Rayan Causeway, Gujranwala","Security","Security Supervisor",38232,"2021-04-01",7,"4430-8384-5494-9717","Active"
1112,"Abdullah","Qaseem","Male","29692-4450594-4","0333-9091284","abdullah.qaseem20@company.com","505 Aayan Meadow, Karachi","Inventory","Inventory Manager",52556,"2021-08-25",6,"7088-3136-8908-9257","On Leave"
1113,"Usman","Rohaan","Male","77662-1690339-7","0338-5190603","usman.rohaan16@company.com","529 Dabir Dam, Peshawar","Management","Store Manager",146398,"2020-11-06",6,"4368-6239-2193-7018","Active"
1114,"Sadia","Tabassum","Female","26256-7418607-4","0315-9674067","sadia.tabassum58@company.com","893 Man Fords, Karachi","Management","Assistant Manager",62255,"2022-09-11",6,"6046-4578-7510-8946","Active"
1115,"Zain","Sabur","Male","54454-3792840-9","0366-8724923","zain.sabur54@company.com","584 Qadeer Village, Quetta","Management","Store Manager",80898,"2024-05-10",9,"7464-8452-2922-1618","Active"
1116,"Hira","Saahir","Female","30767-4855662-3","0374-4983866","hira.saahir91@company.com","293 Jalaal Ramp, Peshawar","Maintenance","Maintenance Technician",25269,"2022-02-05",9,"8664-7018-5361-2383","Active"
1117,"Hussain","Umar","Male","18488-9195468-2","0352-4695914","hussain.umar75@company.com","286 Raakin Lock, Multan","Maintenance","Cleaner",21096,"2022-12-27",4,"4106-7890-8157-3582","Active"
1118,"Bilal","Karam","Male","72323-7896296-6","0345-9134841","bilal.karam6@company.com","246 Aabid Coves, Lahore","Inventory","Stock Clerk",38786,"2023-07-14",4,"5442-8273-4716-5246","Active"
1119,"Hussain","Najeeb","Male","24797-2710080-1","0310-1693801","hussain.najeeb5@company.com","727 Jalil Turnpike, Faisalabad","Inventory","Inventory Manager",63062,"2021-01-16",8,"5361-5846-9585-7077","Active"
1120,"Hassan","Aazim","Male","54561-5305841-6","0373-9978804","hassan.aazim35@company.com","406 Qutb River, Islamabad","Management","Store Manager",88128,"2024-01-30",4,"5710-4570-2546-1123","Active"
1121,"Zainab","Qahtan","Female","43270-7860716-0","0332-4907342","zainab.qahtan23@company.com","420 Tabassum Heights, Multan","Maintenance","Maintenance Technician",38727,"2023-09-18",2,"4279-2167-3458-2198","Active"
1122,"Zain","Saahir","Male","17122-6687270-9","0354-7642824","zain.saahir27@company.com","906 Madiyan Springs, Lahore","Security","Security Supervisor",42488,"2025-01-13",2,"6574-6363-7259-2619","Active"
1123,"Hussain","Aasif","Male","78323-5105912-1","0367-1913686","hussain.aasif53@company.com","282 Gulzar Glen, Gujranwala","Sales","Sales Associate",33668,"2024-05-22",2,"8016-9686-1077-2959","Active"
1124,"Omar","Zaheer","Male","30237-2280107-6","0383-2668064","omar.zaheer17@company.com","810 Kaleem Lock, Multan","Inventory","Warehouse Worker",21828,"2024-05-07",7,"7206-1012-9384-2132","Active"
1125,"Hussain","Aamirah","Male","10347-5806452-8","0320-8576145","hussain.aamirah48@company.com","615 Tahseen Valleys, Peshawar","Customer Service","Customer Representative",27010,"2024-07-23",8,"2729-5265-3774-2002","Active"
1126,"Amina","Baaree","Female","78992-6155343-1","0343-7804774","amina.baaree26@company.com","6 Saalim Via, Karachi","Management","Assistant Manager",84613,"2023-03-02",8,"4784-3182-4177-5169","Active"
1127,"Zain","Madiyan","Male","95871-7676667-9","0359-8989077","zain.madiyan98@company.com","118 Ehsaas Mountains, Quetta","Inventory","Stock Clerk",22976,"2024-10-31",7,"9548-1645-1163-5572","Active"
1128,"Fatima","Ejlaal","Female","30330-1162048-8","0345-3336736","fatima.ejlaal76@company.com","446 Majdi Glens, Rawalpindi","Sales","Cashier",28910,"2024-01-03",8,"4574-7377-8865-3229","Active"
1129,"Sadia","Ubay","Female","31244-6687236-1","0382-4618586","sadia.ubay23@company.com","296 Qahtan Greens, Sialkot","Sales","Sales Supervisor",49112,"2024-04-01",7,"9169-9758-5901-7956","Active"
1130,"Zainab","Qaim","Female","71309-5619985-7","0320-6865999","zainab.qaim4@company.com","637 Aasif Path, Quetta","Sales","Sales Associate",43207,"2023-09-27",4,"7126-5065-3618-7066","Active"
